SpikePoint;ServeFault;ServePoint;ServeTotal;BlockPoint;BlockTotal;DigTotal;ReceptionFault;@PointsTeamASet1;@PointsTeamBSet1;@PointsTeamASet2;@PointsTeamBSet2;@DurationSet1;@DurationSet2;temperature_2m;precipitation;wind_speed_10m;rain;wind_gusts_10m;TeamFault_team;match_win;total_A;total_B;Team1;Team2
17;6;1;25;3;3;0;0;21.0;10.0;21.0;14.0;900.0;1020.0;20.3;0.0;11.2;0.0;24.1;23.0;0;2;0;Gonzalez/Reyes;Mol, A./Sørum, C.
23;1;0;41;5;5;0;1;21.0;10.0;21.0;14.0;900.0;1020.0;20.3;0.0;11.2;0.0;24.1;17.0;1;2;0;Mol, A./Sørum, C.;Gonzalez/Reyes
20;2;3;41;7;7;0;0;21.0;18.0;21.0;16.0;1380.0;1260.0;18.7;0.0;10.5;0.0;22.3;23.0;1;2;0;Pedro Solberg/Vitor Felipe;Erdmann/Winter
27;7;0;35;0;0;0;3;21.0;18.0;21.0;16.0;1380.0;1260.0;18.7;0.0;10.5;0.0;22.3;27.0;0;2;0;Erdmann/Winter;Pedro Solberg/Vitor Felipe
15;5;1;32;3;3;0;0;21.0;15.0;21.0;16.0;1189.0;141.0;22.3;0.0;11.2;0.0;25.9;29.0;0;2;0;Abicha/Elgraoui;Fijalek/Bryl
22;7;3;41;3;3;0;0;21.0;15.0;21.0;16.0;1189.0;141.0;22.3;0.0;11.2;0.0;25.9;17.0;1;2;0;Fijalek/Bryl;Abicha/Elgraoui
29;7;0;36;1;1;0;1;21.0;19.0;21.0;16.0;1753.0;563.0;22.3;0.0;11.2;0.0;25.9;32.0;0;2;0;Bergmann/Harms, Y.;Plavins/Tocs
22;2;1;41;5;5;0;0;21.0;19.0;21.0;16.0;1753.0;563.0;22.3;0.0;11.2;0.0;25.9;22.0;1;2;0;Plavins/Tocs;Bergmann/Harms, Y.
10;5;1;24;1;1;0;1;21.0;10.0;21.0;13.0;840.0;840.0;22.3;0.0;9.4;0.0;24.5;10.0;0;2;0;Gottsu/Ageba;Stoyanovskiy/Krasilnikov
22;5;3;40;2;2;0;0;21.0;10.0;21.0;13.0;840.0;840.0;22.3;0.0;9.4;0.0;24.5;26.0;1;2;0;Stoyanovskiy/Krasilnikov;Gottsu/Ageba
25;8;7;42;3;3;0;1;21.0;18.0;21.0;15.0;1679.0;552.0;22.3;0.0;11.2;0.0;25.9;12.0;1;2;0;Doppler/Horst;Ranghieri/Caminati
19;2;1;36;3;3;0;5;21.0;18.0;21.0;15.0;1679.0;552.0;22.3;0.0;11.2;0.0;25.9;21.0;0;2;0;Ranghieri/Caminati;Doppler/Horst
33;3;0;51;6;6;0;0;19.0;21.0;21.0;14.0;1020.0;1500.0;21.3;0.0;11.2;0.0;24.8;33.0;0;2;1;Rossi/Carambula;Cherif/Ahmed
42;5;1;58;7;7;0;0;19.0;21.0;21.0;14.0;1020.0;1500.0;21.3;0.0;11.2;0.0;24.8;45.0;1;2;1;Cherif/Ahmed;Rossi/Carambula
21;11;1;32;3;3;0;5;18.0;21.0;11.0;21.0;1116.0;144.0;22.0;0.0;10.7;0.0;26.3;11.0;0;0;2;Koekelkoren/van Walle;Perusic/Schweiner
18;3;5;40;1;1;0;1;18.0;21.0;11.0;21.0;1116.0;144.0;22.0;0.0;10.7;0.0;26.3;17.0;1;0;2;Perusic/Schweiner;Koekelkoren/van Walle
16;4;1;30;1;1;0;0;21.0;15.0;21.0;14.0;840.0;840.0;21.1;0.0;8.2;0.0;26.3;31.0;0;2;0;Tamer/M. Essam;Semenov/Leshukov
27;10;5;41;0;0;0;0;21.0;15.0;21.0;14.0;840.0;840.0;21.1;0.0;8.2;0.0;26.3;15.0;1;2;0;Semenov/Leshukov;Tamer/M. Essam
36;2;0;54;7;7;0;0;19.0;21.0;21.0;15.0;1200.0;1200.0;21.9;0.0;8.9;0.0;24.1;27.0;1;2;1;Alison/Álvaro Filho;Allen/Slick
33;5;0;47;8;9;0;0;19.0;21.0;21.0;15.0;1200.0;1200.0;21.9;0.0;8.9;0.0;24.1;28.0;0;2;1;Allen/Slick;Alison/Álvaro Filho
26;8;3;52;2;2;0;0;23.0;21.0;19.0;21.0;1200.0;1020.0;17.8;0.0;9.0;0.0;23.8;40.0;0;2;1;Saxton/O'Gorman;Brouwer/Meeuwsen
39;10;3;56;4;4;0;0;23.0;21.0;19.0;21.0;1200.0;1020.0;17.8;0.0;9.0;0.0;23.8;33.0;1;2;1;Brouwer/Meeuwsen;Saxton/O'Gorman
14;3;0;31;4;4;0;0;21.0;17.0;21.0;13.0;960.0;780.0;25.6;0.0;6.7;0.0;20.9;17.0;0;2;0;Vieyto/Cairus;Gibb/Crabb
23;5;0;41;8;8;0;0;21.0;17.0;21.0;13.0;960.0;780.0;25.6;0.0;6.7;0.0;20.9;25.0;1;2;0;Gibb/Crabb;Vieyto/Cairus
26;5;1;43;2;2;0;0;21.0;10.0;23.0;21.0;780.0;1320.0;25.6;0.0;6.7;0.0;20.9;26.0;1;2;0;Kantor/Łosiak;Hudyakov/Velichko
20;3;0;32;3;3;0;1;21.0;10.0;23.0;21.0;780.0;1320.0;25.6;0.0;6.7;0.0;20.9;20.0;0;2;0;Hudyakov/Velichko;Kantor/Łosiak
22;1;10;40;1;1;0;0;21.0;12.0;21.0;4.0;840.0;600.0;27.5;0.0;3.9;0.0;7.6;32.0;1;2;0;Nicolai/Lupo;Soares/Nguvo
11;1;0;18;0;0;0;0;21.0;12.0;21.0;4.0;840.0;600.0;27.5;0.0;3.9;0.0;7.6;12.0;0;2;0;Soares/Nguvo;Nicolai/Lupo
34;7;7;55;3;3;0;0;21.0;19.0;13.0;21.0;1080.0;960.0;27.5;0.0;3.9;0.0;7.6;34.0;0;2;1;Seidl, R./Waller;Andre/George
21;3;0;49;6;6;0;7;21.0;19.0;13.0;21.0;1080.0;960.0;27.5;0.0;3.9;0.0;7.6;23.0;1;2;1;Andre/George;Seidl, R./Waller
25;4;1;46;5;6;0;0;21.0;17.0;26.0;24.0;1200.0;1560.0;28.2;0.0;1.8;0.0;14.0;31.0;1;2;0;Herrera/Gavira;Tigrito/Charly
27;6;2;42;2;2;0;0;21.0;17.0;26.0;24.0;1200.0;1560.0;28.2;0.0;1.8;0.0;14.0;29.0;0;2;0;Tigrito/Charly;Herrera/Gavira
28;3;2;52;1;1;0;3;19.0;21.0;21.0;15.0;1260.0;1200.0;27.5;0.0;2.1;0.0;14.8;41.0;0;2;1;Durant/Schumann;Evandro/Bruno Schmidt
41;10;4;57;3;3;0;2;19.0;21.0;21.0;15.0;1260.0;1200.0;27.5;0.0;2.1;0.0;14.8;29.0;1;2;1;Evandro/Bruno Schmidt;Durant/Schumann
17;2;0;32;4;4;0;1;17.0;21.0;14.0;21.0;1260.0;1200.0;28.8;0.0;1.9;0.0;10.1;27.0;0;0;2;Grimalt M./Grimalt E.;Ehlers/Flüggen
24;6;1;41;4;4;0;0;17.0;21.0;14.0;21.0;1260.0;1200.0;28.8;0.0;1.9;0.0;10.1;18.0;1;0;2;Ehlers/Flüggen;Grimalt M./Grimalt E.
30;4;0;43;5;5;0;0;18.0;21.0;21.0;23.0;1020.0;1200.0;28.8;0.0;1.9;0.0;10.1;30.0;1;0;2;Ontiveros/Virgen;Liamin/Myskiv
27;2;3;40;2;2;0;0;18.0;21.0;21.0;23.0;1020.0;1200.0;28.8;0.0;1.9;0.0;10.1;31.0;0;0;2;Liamin/Myskiv;Ontiveros/Virgen
24;2;0;32;2;2;0;0;21.0;15.0;21.0;15.0;960.0;960.0;26.3;0.0;2.6;0.0;20.5;31.0;0;2;0;Zavala/Lammel;Samoilovs/Smedins
30;3;0;40;4;4;0;0;21.0;15.0;21.0;15.0;960.0;960.0;26.3;0.0;2.6;0.0;20.5;25.0;1;2;0;Samoilovs/Smedins;Zavala/Lammel
11;6;0;38;6;6;0;0;19.0;21.0;18.0;21.0;1200.0;1140.0;27.5;0.0;2.1;0.0;14.8;11.0;0;0;2;Pedlow/Schachter;Heidrich/Gerson
20;10;0;41;8;8;0;0;19.0;21.0;18.0;21.0;1200.0;1140.0;27.5;0.0;2.1;0.0;14.8;20.0;1;0;2;Heidrich/Gerson;Pedlow/Schachter
23;5;4;40;8;8;0;1;21.0;10.0;21.0;15.0;960.0;1320.0;26.3;0.0;2.6;0.0;20.5;23.0;1;2;0;Thole J./Wickler;Kavalo/Ntagengwa
12;1;1;27;2;2;0;4;21.0;10.0;21.0;15.0;960.0;1320.0;26.3;0.0;2.6;0.0;20.5;13.0;0;2;0;Kavalo/Ntagengwa;Thole J./Wickler
13;1;2;21;3;3;0;0;13.0;21.0;21.0;16.0;960.0;1080.0;26.3;0.0;2.6;0.0;20.5;10.0;0;2;1;Salemi B. /A.Vakili;Bourne/Crabb Tr.
10;1;0;13;0;0;0;0;13.0;21.0;21.0;16.0;960.0;1080.0;26.3;0.0;2.6;0.0;20.5;15.0;1;2;1;Bourne/Crabb Tr.;Salemi B. /A.Vakili
22;9;1;35;2;3;0;1;21.0;18.0;21.0;16.0;1320.0;1140.0;23.1;0.0;24.8;0.0;52.2;14.0;0;2;0;Erdmann/Winter;Mol, A./Sørum, C.
19;3;1;41;5;5;0;1;21.0;18.0;21.0;16.0;1320.0;1140.0;23.1;0.0;24.8;0.0;52.2;11.0;1;2;0;Mol, A./Sørum, C.;Erdmann/Winter
23;4;1;41;1;2;0;0;21.0;12.0;21.0;16.0;900.0;960.0;23.1;0.0;24.8;0.0;52.2;26.0;1;2;0;Pedro Solberg/Vitor Felipe;Gonzalez/Reyes
18;4;0;28;3;3;0;1;21.0;12.0;21.0;16.0;900.0;960.0;23.1;0.0;24.8;0.0;52.2;19.0;0;2;0;Gonzalez/Reyes;Pedro Solberg/Vitor Felipe
27;8;4;48;3;3;0;4;21.0;17.0;16.0;21.0;1260.0;1440.0;33.9;0.0;24.0;0.0;47.5;30.0;0;2;1;Bergmann/Harms, Y.;Fijalek/Bryl
29;8;4;51;6;6;0;4;21.0;17.0;16.0;21.0;1260.0;1440.0;33.9;0.0;24.0;0.0;47.5;30.0;1;2;1;Fijalek/Bryl;Bergmann/Harms, Y.
28;1;3;40;2;2;0;0;21.0;11.0;21.0;15.0;780.0;1080.0;33.9;0.0;24.0;0.0;47.5;32.0;1;2;0;Plavins/Tocs;Abicha/Elgraoui
17;3;0;28;0;0;0;0;21.0;11.0;21.0;15.0;780.0;1080.0;33.9;0.0;24.0;0.0;47.5;19.0;0;2;0;Abicha/Elgraoui;Plavins/Tocs
22;7;3;35;2;2;0;1;21.0;16.0;21.0;18.0;1080.0;1140.0;28.7;0.0;1.8;0.0;13.0;25.0;0;2;0;Ranghieri/Caminati;Stoyanovskiy/Krasilnikov
22;5;1;41;3;3;0;2;21.0;16.0;21.0;18.0;1080.0;1140.0;28.7;0.0;1.8;0.0;13.0;23.0;1;2;0;Stoyanovskiy/Krasilnikov;Ranghieri/Caminati
24;4;5;41;2;2;0;0;21.0;12.0;21.0;17.0;960.0;1020.0;27.5;0.0;2.1;0.0;14.8;22.0;1;2;0;Doppler/Horst;Gottsu/Ageba
18;2;3;30;1;1;0;0;21.0;12.0;21.0;17.0;960.0;1020.0;27.5;0.0;2.1;0.0;14.8;31.0;0;2;0;Gottsu/Ageba;Doppler/Horst
33;5;5;51;4;4;0;1;18.0;21.0;21.0;13.0;1380.0;1020.0;28.9;0.0;1.8;0.0;11.5;34.0;0;2;1;Perusic/Schweiner;Cherif/Ahmed
40;3;1;56;3;3;0;5;18.0;21.0;21.0;13.0;1380.0;1020.0;28.9;0.0;1.8;0.0;11.5;40.0;1;2;1;Cherif/Ahmed;Perusic/Schweiner
34;6;1;51;3;3;0;0;22.0;20.0;18.0;21.0;1200.0;1200.0;28.8;0.0;1.9;0.0;10.1;36.0;0;1;2;Koekelkoren/van Walle;Rossi/Carambula
37;3;1;55;8;8;0;0;22.0;20.0;18.0;21.0;1200.0;1200.0;28.8;0.0;1.9;0.0;10.1;38.0;1;1;2;Rossi/Carambula;Koekelkoren/van Walle
33;3;2;59;5;6;0;3;21.0;13.0;25.0;27.0;840.0;1260.0;25.4;0.0;27.3;0.0;59.4;39.0;0;1;2;Semenov/Leshukov;Allen/Slick
39;7;3;54;2;2;0;2;21.0;13.0;25.0;27.0;840.0;1260.0;25.4;0.0;27.3;0.0;59.4;36.0;1;1;2;Allen/Slick;Semenov/Leshukov
25;4;4;41;3;3;0;0;21.0;16.0;21.0;8.0;1140.0;840.0;25.4;0.0;27.3;0.0;59.4;14.0;1;2;0;Alison/Álvaro Filho;Tamer/M. Essam
13;3;1;25;3;3;0;0;21.0;16.0;21.0;8.0;1140.0;840.0;25.4;0.0;27.3;0.0;59.4;30.0;0;2;0;Tamer/M. Essam;Alison/Álvaro Filho
25;5;0;40;4;4;0;0;16.0;21.0;19.0;21.0;1140.0;1440.0;20.4;0.0;20.2;0.0;39.6;20.0;1;0;2;Saxton/O'Gorman;Dalhausser/Lucena
18;6;0;36;4;4;0;0;16.0;21.0;19.0;21.0;1140.0;1440.0;20.4;0.0;20.2;0.0;39.6;25.0;0;0;2;Dalhausser/Lucena;Saxton/O'Gorman
20;4;5;43;8;8;0;0;20.0;22.0;19.0;21.0;1020.0;1080.0;20.4;0.0;20.2;0.0;39.6;27.0;1;0;2;Azaad/Capogrosso N.;Brouwer/Meeuwsen
25;7;0;39;5;5;0;5;20.0;22.0;19.0;21.0;1020.0;1080.0;20.4;0.0;20.2;0.0;39.6;21.0;0;0;2;Brouwer/Meeuwsen;Azaad/Capogrosso N.
18;5;1;29;2;2;0;0;21.0;15.0;21.0;14.0;960.0;960.0;21.8;0.0;19.9;0.0;46.8;19.0;0;2;0;Hudyakov/Velichko;Gibb/Crabb
24;4;0;42;2;2;0;1;21.0;15.0;21.0;14.0;960.0;960.0;21.8;0.0;19.9;0.0;46.8;25.0;1;2;0;Gibb/Crabb;Hudyakov/Velichko
30;11;2;41;2;2;0;0;21.0;16.0;21.0;15.0;960.0;960.0;23.1;0.0;24.8;0.0;52.2;34.0;1;2;0;Kantor/Łosiak;Vieyto/Cairus
14;2;1;32;4;4;0;0;21.0;16.0;21.0;15.0;960.0;960.0;23.1;0.0;24.8;0.0;52.2;15.0;0;2;0;Vieyto/Cairus;Kantor/Łosiak
18;6;0;29;1;1;0;0;21.0;15.0;21.0;13.0;1020.0;900.0;27.2;0.0;31.1;0.0;60.5;18.0;0;2;0;Seidl, R./Waller;Nicolai/Lupo
20;7;2;41;5;5;0;0;21.0;15.0;21.0;13.0;1020.0;900.0;27.2;0.0;31.1;0.0;60.5;24.0;1;2;0;Nicolai/Lupo;Seidl, R./Waller
21;3;4;40;6;6;0;0;21.0;13.0;21.0;11.0;840.0;780.0;27.2;0.0;31.1;0.0;60.5;25.0;1;2;0;Andre/George;Soares/Nguvo
15;6;0;26;0;0;0;0;21.0;13.0;21.0;11.0;840.0;780.0;27.2;0.0;31.1;0.0;60.5;17.0;0;2;0;Soares/Nguvo;Andre/George
24;2;2;38;2;2;0;0;21.0;18.0;21.0;19.0;1080.0;1140.0;23.5;0.0;27.8;0.0;53.3;22.0;0;2;0;Durant/Schumann;Herrera/Gavira
24;7;2;40;7;7;0;0;21.0;18.0;21.0;19.0;1080.0;1140.0;23.5;0.0;27.8;0.0;53.3;11.0;1;2;0;Herrera/Gavira;Durant/Schumann
21;5;2;40;4;4;0;0;21.0;9.0;21.0;12.0;900.0;1020.0;23.5;0.0;27.8;0.0;53.3;13.0;1;2;0;Evandro/Bruno Schmidt;Tigrito/Charly
12;4;1;23;0;0;0;0;21.0;9.0;21.0;12.0;900.0;1020.0;23.5;0.0;27.8;0.0;53.3;25.0;0;2;0;Tigrito/Charly;Evandro/Bruno Schmidt
17;3;2;46;4;4;0;0;21.0;12.0;11.0;21.0;960.0;900.0;18.7;0.0;27.8;0.0;53.3;17.0;1;2;1;Grimalt M./Grimalt E.;Ontiveros/Virgen
20;7;0;44;7;7;0;1;21.0;12.0;11.0;21.0;960.0;900.0;18.7;0.0;27.8;0.0;53.3;17.0;0;2;1;Ontiveros/Virgen;Grimalt M./Grimalt E.
19;4;1;37;9;9;0;0;21.0;17.0;21.0;19.0;1260.0;1500.0;19.2;0.0;28.4;0.0;55.4;24.0;0;2;0;Ehlers/Flüggen;Liamin/Myskiv
22;1;1;41;5;5;0;0;21.0;17.0;21.0;19.0;1260.0;1500.0;19.2;0.0;28.4;0.0;55.4;22.0;1;2;0;Liamin/Myskiv;Ehlers/Flüggen
27;4;3;45;2;2;0;1;21.0;19.0;25.0;23.0;1380.0;1380.0;22.3;0.1;26.6;0.1;51.5;28.0;1;2;0;Samoilovs/Smedins;Heidrich/Gerson
27;7;1;43;2;2;0;3;21.0;19.0;25.0;23.0;1380.0;1380.0;22.3;0.1;26.6;0.1;51.5;29.0;0;2;0;Heidrich/Gerson;Samoilovs/Smedins
27;6;1;41;2;2;0;0;21.0;17.0;21.0;15.0;1080.0;1140.0;22.3;0.1;26.6;0.1;51.5;29.0;1;2;0;Pedlow/Schachter;Zavala/Lammel
14;5;1;33;3;3;0;0;21.0;17.0;21.0;15.0;1080.0;1140.0;22.3;0.1;26.6;0.1;51.5;16.0;0;2;0;Zavala/Lammel;Pedlow/Schachter
27;4;0;42;1;1;0;2;21.0;18.0;22.0;20.0;1320.0;1440.0;21.6;0.0;30.5;0.0;57.2;27.0;1;2;0;Thole J./Wickler;Salemi B. /A.Vakili
26;7;2;38;2;2;0;0;21.0;18.0;22.0;20.0;1320.0;1440.0;21.6;0.0;30.5;0.0;57.2;25.0;0;2;0;Salemi B. /A.Vakili;Thole J./Wickler
13;2;1;24;0;0;0;0;21.0;13.0;21.0;9.0;780.0;840.0;21.6;0.0;30.5;0.0;57.2;26.0;0;2;0;Kavalo/Ntagengwa;Bourne/Crabb Tr.
21;6;3;40;9;9;0;0;21.0;13.0;21.0;9.0;780.0;840.0;21.6;0.0;30.5;0.0;57.2;14.0;1;2;0;Bourne/Crabb Tr.;Kavalo/Ntagengwa
17;5;0;30;4;4;0;0;21.0;14.0;21.0;15.0;1200.0;1140.0;16.6;0.0;25.1;0.0;51.8;19.0;0;2;0;Pedro Solberg/Vitor Felipe;Mol, A./Sørum, C.
26;1;0;41;4;4;0;0;21.0;14.0;21.0;15.0;1200.0;1140.0;16.6;0.0;25.1;0.0;51.8;26.0;1;2;0;Mol, A./Sørum, C.;Pedro Solberg/Vitor Felipe
22;6;3;41;5;5;0;2;21.0;19.0;22.0;20.0;1380.0;1440.0;17.2;0.0;27.5;0.0;54.4;23.0;0;2;0;Gonzalez/Reyes;Erdmann/Winter
23;1;2;41;1;1;0;3;21.0;19.0;22.0;20.0;1380.0;1440.0;17.2;0.0;27.5;0.0;54.4;26.0;1;2;0;Erdmann/Winter;Gonzalez/Reyes
42;1;1;57;5;5;0;0;21.0;18.0;18.0;21.0;1260.0;1140.0;17.2;0.0;27.5;0.0;54.4;42.0;0;2;1;Plavins/Tocs;Fijalek/Bryl
44;5;1;59;8;8;0;1;21.0;18.0;18.0;21.0;1260.0;1140.0;17.2;0.0;27.5;0.0;54.4;46.0;1;2;1;Fijalek/Bryl;Plavins/Tocs
28;9;1;40;3;3;0;0;21.0;16.0;21.0;16.0;960.0;840.0;17.2;0.0;27.5;0.0;54.4;19.0;1;2;0;Bergmann/Harms, Y.;Abicha/Elgraoui
18;5;1;34;3;3;0;0;21.0;16.0;21.0;16.0;960.0;840.0;17.2;0.0;27.5;0.0;54.4;30.0;0;2;0;Abicha/Elgraoui;Bergmann/Harms, Y.
23;10;0;34;3;3;0;2;24.0;22.0;21.0;11.0;1320.0;900.0;19.2;0.0;28.4;0.0;55.4;29.0;0;2;0;Doppler/Horst;Stoyanovskiy/Krasilnikov
28;6;2;44;2;3;0;0;24.0;22.0;21.0;11.0;1320.0;900.0;19.2;0.0;28.4;0.0;55.4;23.0;1;2;0;Stoyanovskiy/Krasilnikov;Doppler/Horst
19;5;2;41;10;10;0;0;21.0;15.0;21.0;17.0;1020.0;1140.0;18.7;0.0;27.8;0.0;53.3;22.0;1;2;0;Ranghieri/Caminati;Gottsu/Ageba
16;3;2;33;4;4;0;0;21.0;15.0;21.0;17.0;1020.0;1140.0;18.7;0.0;27.8;0.0;53.3;20.0;0;2;0;Gottsu/Ageba;Ranghieri/Caminati
24;8;0;32;2;2;0;3;21.0;15.0;21.0;15.0;960.0;900.0;22.1;0.0;27.8;0.0;54.0;25.0;0;2;0;Koekelkoren/van Walle;Cherif/Ahmed
24;2;3;40;4;4;0;0;21.0;15.0;21.0;15.0;960.0;900.0;22.1;0.0;27.8;0.0;54.0;24.0;1;2;0;Cherif/Ahmed;Koekelkoren/van Walle
26;7;1;38;5;5;0;0;18.0;21.0;20.0;22.0;1140.0;1440.0;22.1;0.0;27.8;0.0;54.0;30.0;0;0;2;Perusic/Schweiner;Rossi/Carambula
27;5;3;43;1;1;0;0;18.0;21.0;20.0;22.0;1140.0;1440.0;22.1;0.0;27.8;0.0;54.0;23.0;1;0;2;Rossi/Carambula;Perusic/Schweiner
25;7;0;45;4;4;0;0;24.0;26.0;19.0;21.0;1560.0;1200.0;17.7;0.0;28.8;0.0;55.8;26.0;1;0;2;Alison/Álvaro Filho;Semenov/Leshukov
25;5;0;45;4;4;0;0;24.0;26.0;19.0;21.0;1560.0;1200.0;17.7;0.0;28.8;0.0;55.8;25.0;0;0;2;Semenov/Leshukov;Alison/Álvaro Filho
17;3;2;26;1;1;0;3;21.0;13.0;21.0;11.0;780.0;840.0;17.7;0.0;28.8;0.0;55.8;25.0;0;2;0;Tamer/M. Essam;Allen/Slick
24;1;3;40;3;3;0;2;21.0;13.0;21.0;11.0;780.0;840.0;17.7;0.0;28.8;0.0;55.8;18.0;1;2;0;Allen/Slick;Tamer/M. Essam
26;3;5;41;5;5;0;0;19.0;21.0;15.0;21.0;1320.0;1200.0;17.7;0.0;28.8;0.0;55.8;22.0;1;0;2;Brouwer/Meeuwsen;Dalhausser/Lucena
20;5;0;35;5;5;0;5;19.0;21.0;15.0;21.0;1320.0;1200.0;17.7;0.0;28.8;0.0;55.8;26.0;0;0;2;Dalhausser/Lucena;Brouwer/Meeuwsen
23;2;1;35;3;3;0;1;21.0;14.0;21.0;19.0;900.0;1080.0;16.6;0.0;25.1;0.0;51.8;31.0;0;2;0;Azaad/Capogrosso N.;Saxton/O'Gorman
30;1;1;40;6;6;0;1;21.0;14.0;21.0;19.0;900.0;1080.0;16.6;0.0;25.1;0.0;51.8;23.0;1;2;0;Saxton/O'Gorman;Azaad/Capogrosso N.
28;8;2;41;5;5;0;3;17.0;21.0;19.0;21.0;1020.0;1080.0;16.6;0.0;25.1;0.0;51.8;29.0;1;0;2;Kantor/Łosiak;Gibb/Crabb
17;4;3;37;4;4;0;2;17.0;21.0;19.0;21.0;1020.0;1080.0;16.6;0.0;25.1;0.0;51.8;17.0;0;0;2;Gibb/Crabb;Kantor/Łosiak
35;1;0;49;1;1;0;2;21.0;19.0;16.0;21.0;1020.0;1080.0;16.4;0.0;22.9;0.0;47.5;37.0;0;1;2;Hudyakov/Velichko;Vieyto/Cairus
35;4;2;56;11;11;0;0;21.0;19.0;16.0;21.0;1020.0;1080.0;16.4;0.0;22.9;0.0;47.5;37.0;1;1;2;Vieyto/Cairus;Hudyakov/Velichko
29;2;3;57;8;8;0;0;25.0;23.0;16.0;21.0;1560.0;1260.0;17.5;0.1;22.4;0.1;43.6;45.0;0;2;1;Andre/George;Nicolai/Lupo
42;8;3;55;1;1;0;3;25.0;23.0;16.0;21.0;1560.0;1260.0;17.5;0.1;22.4;0.1;43.6;31.0;1;2;1;Nicolai/Lupo;Andre/George
22;3;3;40;3;3;0;0;21.0;15.0;21.0;12.0;840.0;780.0;18.0;0.0;22.2;0.0;44.3;26.0;1;2;0;Seidl, R./Waller;Soares/Nguvo
15;4;1;29;2;2;0;0;21.0;15.0;21.0;12.0;840.0;780.0;18.0;0.0;22.2;0.0;44.3;16.0;0;2;0;Soares/Nguvo;Seidl, R./Waller
23;7;5;41;5;5;0;1;11.0;21.0;16.0;21.0;900.0;1080.0;17.2;0.0;20.0;0.0;40.3;19.0;1;0;2;Evandro/Bruno Schmidt;Herrera/Gavira
17;3;1;28;0;0;0;5;11.0;21.0;16.0;21.0;900.0;1080.0;17.2;0.0;20.0;0.0;40.3;24.0;0;0;2;Herrera/Gavira;Evandro/Bruno Schmidt
33;3;0;41;2;2;0;0;21.0;10.0;21.0;19.0;900.0;1200.0;17.2;0.0;20.0;0.0;40.3;11.0;1;2;0;Durant/Schumann;Tigrito/Charly
17;0;1;29;6;6;0;0;21.0;10.0;21.0;19.0;900.0;1200.0;17.2;0.0;20.0;0.0;40.3;33.0;0;2;0;Tigrito/Charly;Durant/Schumann
22;4;3;34;2;2;0;0;19.0;21.0;13.0;21.0;1080.0;900.0;17.4;0.0;21.0;0.0;46.8;30.0;0;0;2;Grimalt M./Grimalt E.;Liamin/Myskiv
24;3;5;40;6;6;0;0;19.0;21.0;13.0;21.0;1080.0;900.0;17.4;0.0;21.0;0.0;46.8;25.0;1;0;2;Liamin/Myskiv;Grimalt M./Grimalt E.
30;8;1;41;5;5;0;2;20.0;22.0;15.0;21.0;1320.0;1500.0;17.4;0.0;21.0;0.0;46.8;24.0;1;0;2;Ehlers/Flüggen;Ontiveros/Virgen
24;1;2;37;0;0;0;1;20.0;22.0;15.0;21.0;1320.0;1500.0;17.4;0.0;21.0;0.0;46.8;33.0;0;0;2;Ontiveros/Virgen;Ehlers/Flüggen
33;3;0;44;4;4;0;2;19.0;21.0;22.0;24.0;1260.0;1500.0;17.6;0.1;21.9;0.1;43.2;29.0;1;0;2;Pedlow/Schachter;Samoilovs/Smedins
27;5;3;42;5;5;0;0;19.0;21.0;22.0;24.0;1260.0;1500.0;17.6;0.1;21.9;0.1;43.2;34.0;0;0;2;Samoilovs/Smedins;Pedlow/Schachter
11;5;2;28;3;3;0;2;21.0;16.0;21.0;11.0;1020.0;840.0;17.6;0.1;21.9;0.1;43.2;30.0;0;2;0;Zavala/Lammel;Heidrich/Gerson
28;6;3;41;1;1;0;2;21.0;16.0;21.0;11.0;1020.0;840.0;17.6;0.1;21.9;0.1;43.2;12.0;1;2;0;Heidrich/Gerson;Zavala/Lammel
30;7;3;41;4;4;0;2;21.0;16.0;21.0;17.0;1200.0;1320.0;16.4;0.0;22.9;0.0;47.5;31.0;1;2;0;Thole J./Wickler;Bourne/Crabb Tr.
20;3;2;34;1;1;0;3;21.0;16.0;21.0;17.0;1200.0;1320.0;16.4;0.0;22.9;0.0;47.5;21.0;0;2;0;Bourne/Crabb Tr.;Thole J./Wickler
15;2;2;20;1;1;0;0;21.0;10.0;21.0;11.0;720.0;780.0;16.4;0.0;22.9;0.0;47.5;5.0;0;2;0;Kavalo/Ntagengwa;Salemi B. /A.Vakili
5;1;0;11;2;2;0;0;21.0;10.0;21.0;11.0;720.0;780.0;16.4;0.0;22.9;0.0;47.5;17.0;0;2;0;Kavalo/Ntagengwa;Salemi B. /A.Vakili
42;1;1;57;4;4;0;0;21.0;23.0;21.0;19.0;1200.0;960.0;15.6;0.0;20.9;0.0;41.8;38.0;1;2;1;Durant/Schumann;Vieyto/Cairus
36;3;1;53;7;7;0;0;21.0;23.0;21.0;19.0;1200.0;960.0;15.6;0.0;20.9;0.0;41.8;44.0;0;2;1;Vieyto/Cairus;Durant/Schumann
25;6;1;46;8;8;0;2;26.0;24.0;21.0;14.0;1740.0;1140.0;14.6;0.0;17.2;0.0;38.5;27.0;1;2;0;Perusic/Schweiner;Erdmann/Winter
26;8;2;39;2;2;0;1;26.0;24.0;21.0;14.0;1740.0;1140.0;14.6;0.0;17.2;0.0;38.5;27.0;0;2;0;Erdmann/Winter;Perusic/Schweiner
