SpikePoint;ServeFault;ServePoint;ServeTotal;BlockPoint;BlockTotal;DigTotal;ReceptionFault;@PointsTeamASet1;@PointsTeamBSet1;@PointsTeamASet2;@PointsTeamBSet2;@DurationSet1;@DurationSet2;temperature_2m;precipitation;wind_speed_10m;rain;wind_gusts_10m;TeamFault_team;match_win;total_A;total_B;Team1;Team2
35;2;3;46;0;0;0;2;12.0;21.0;21.0;16.0;900.0;1140.0;31.9;0.0;9.7;0.0;20.5;36.0;1;2;1;Schneider/Sude;Davidova/Baieva
34;1;2;49;5;14;0;3;12.0;21.0;21.0;16.0;900.0;1140.0;31.9;0.0;9.7;0.0;20.5;31.0;0;2;1;Davidova/Baieva;Schneider/Sude
21;6;1;39;4;4;0;2;17.0;21.0;20.0;22.0;1140.0;1260.0;29.0;0.0;10.9;0.0;19.1;21.0;0;0;2;Körtzinger/Kunst;Shaw/Anderson
27;4;2;41;1;1;0;1;17.0;21.0;20.0;22.0;1140.0;1260.0;29.0;0.0;10.9;0.0;19.1;28.0;1;0;2;Shaw/Anderson;Körtzinger/Kunst
22;5;3;35;0;0;0;8;21.0;14.0;23.0;21.0;1020.0;1380.0;29.0;0.0;10.9;0.0;19.1;24.0;0;2;0;J. J. Zeng/Wang X. X.;Naraphornrapat/Worapeerachayakorn
24;5;8;44;3;3;0;3;21.0;14.0;23.0;21.0;1020.0;1380.0;29.0;0.0;10.9;0.0;19.1;23.0;1;2;0;Naraphornrapat/Worapeerachayakorn;J. J. Zeng/Wang X. X.
19;5;0;29;0;0;0;5;21.0;13.0;21.0;15.0;960.0;960.0;28.4;0.0;9.1;0.0;15.1;19.0;0;2;0;Helland-Hansen/Olimstad;Horton/Scoles
23;1;5;41;4;4;0;0;21.0;13.0;21.0;15.0;960.0;960.0;28.4;0.0;9.1;0.0;15.1;24.0;1;2;0;Horton/Scoles;Helland-Hansen/Olimstad
35;8;3;65;0;0;0;3;11.0;21.0;12.0;21.0;900.0;900.0;28.4;0.0;9.1;0.0;15.1;13.0;0;0;2;Schneider/Sude;Grüne/Schulz
20;4;0;32;2;2;0;3;21.0;13.0;21.0;17.0;1080.0;1200.0;29.4;0.0;13.1;0.0;23.0;26.0;0;2;0;Naraphornrapat/Worapeerachayakorn;Shaw/Anderson
25;4;3;40;6;6;0;0;21.0;13.0;21.0;17.0;1080.0;1200.0;29.4;0.0;13.1;0.0;23.0;20.0;1;2;0;Shaw/Anderson;Naraphornrapat/Worapeerachayakorn
36;2;2;53;1;1;0;2;21.0;18.0;15.0;21.0;1200.0;1080.0;31.6;0.0;12.0;0.0;24.5;36.0;1;1;2;Schneider/Sude;Horton/Scoles
36;3;2;50;2;2;0;2;21.0;18.0;15.0;21.0;1200.0;1080.0;31.6;0.0;12.0;0.0;24.5;37.0;0;1;2;Horton/Scoles;Schneider/Sude
29;4;3;42;3;3;0;0;21.0;10.0;21.0;18.0;840.0;1140.0;29.3;0.0;16.1;0.0;26.3;31.0;1;2;0;Naraphornrapat/Worapeerachayakorn;Horton/Scoles
21;2;0;28;1;1;0;3;21.0;10.0;21.0;18.0;840.0;1140.0;29.3;0.0;16.1;0.0;26.3;22.0;0;2;0;Horton/Scoles;Naraphornrapat/Worapeerachayakorn
27;4;3;41;3;3;0;1;17.0;21.0;14.0;21.0;1140.0;1080.0;29.0;0.0;12.4;0.0;23.0;28.0;1;0;2;Schneider/Sude;Shaw/Anderson
23;3;1;32;1;1;0;3;17.0;21.0;14.0;21.0;1140.0;1080.0;29.0;0.0;12.4;0.0;23.0;24.0;0;0;2;Shaw/Anderson;Schneider/Sude
25;5;2;42;1;1;0;2;21.0;13.0;19.0;21.0;1020.0;1200.0;31.1;0.0;8.6;0.0;18.4;39.0;0;2;1;Henning/Winter;Åhman/Hellvig
39;8;2;56;3;3;0;2;21.0;13.0;19.0;21.0;1020.0;1200.0;31.1;0.0;8.6;0.0;18.4;25.0;1;2;1;Åhman/Hellvig;Henning/Winter
25;3;2;41;2;2;0;3;21.0;14.0;21.0;19.0;960.0;1200.0;31.1;0.0;8.6;0.0;18.4;20.0;1;2;0;Carracher/Nicolaidis;Virgen/Sarabia
19;3;3;34;3;3;0;2;21.0;14.0;21.0;19.0;960.0;1200.0;31.1;0.0;8.6;0.0;18.4;27.0;0;2;0;Virgen/Sarabia;Carracher/Nicolaidis
32;3;1;40;2;2;0;4;28.0;26.0;21.0;14.0;1740.0;1200.0;31.1;0.0;8.6;0.0;18.4;32.0;0;2;0;Huerta P./Huerta A.;Viscovich/Ranghieri
24;4;4;49;7;7;0;1;28.0;26.0;21.0;14.0;1740.0;1200.0;31.1;0.0;8.6;0.0;18.4;25.0;1;2;0;Viscovich/Ranghieri;Huerta P./Huerta A.
30;2;4;54;10;17;0;0;21.0;12.0;18.0;21.0;960.0;1320.0;31.1;0.0;8.6;0.0;18.4;27.0;1;2;1;Capogrosso T./Capogrosso N.;Mermer/Urlu
34;6;0;44;2;6;0;3;21.0;12.0;18.0;21.0;960.0;1320.0;31.1;0.0;8.6;0.0;18.4;28.0;0;2;1;Mermer/Urlu;Capogrosso T./Capogrosso N.
28;3;1;54;8;8;0;4;25.0;23.0;17.0;21.0;1560.0;1260.0;32.2;0.0;13.4;0.0;25.6;38.0;0;1;2;Krou/Gauthier-Rat;Heidrich/Dillier
33;5;4;59;7;7;0;1;25.0;23.0;17.0;21.0;1560.0;1260.0;32.2;0.0;13.4;0.0;25.6;30.0;1;1;2;Heidrich/Dillier;Krou/Gauthier-Rat
28;5;2;41;0;0;0;0;19.0;21.0;17.0;21.0;1140.0;1080.0;32.2;0.0;13.4;0.0;25.6;30.0;1;0;2;Métral/Haussener;Webber/Cory
23;1;0;37;2;2;0;2;19.0;21.0;17.0;21.0;1140.0;1080.0;32.2;0.0;13.4;0.0;25.6;24.0;0;0;2;Webber/Cory;Métral/Haussener
27;8;4;41;5;5;0;1;14.0;21.0;13.0;21.0;1080.0;1020.0;32.2;0.0;13.4;0.0;25.6;27.0;1;0;2;Evandro/Vinicius;Benesh/Partain
14;0;1;28;2;2;0;4;14.0;21.0;13.0;21.0;1080.0;1020.0;32.2;0.0;13.4;0.0;25.6;15.0;0;0;2;Benesh/Partain;Evandro/Vinicius
25;2;4;41;2;5;0;2;18.0;21.0;17.0;21.0;1140.0;1020.0;32.2;0.0;13.4;0.0;25.6;23.0;1;0;2;Schubert/Hodges;Budinger/Field
26;4;2;36;4;8;0;4;18.0;21.0;17.0;21.0;1140.0;1020.0;32.2;0.0;13.4;0.0;25.6;24.0;0;0;2;Budinger/Field;Schubert/Hodges
21;0;3;42;7;7;0;1;21.0;19.0;21.0;13.0;1260.0;900.0;31.5;0.0;17.8;0.0;29.2;25.0;1;2;0;Pedro Solberg/Arthur Lanci;Windisch/Dal Corso
25;5;1;32;2;2;0;3;21.0;19.0;21.0;13.0;1260.0;900.0;31.5;0.0;17.8;0.0;29.2;22.0;0;2;0;Windisch/Dal Corso;Pedro Solberg/Arthur Lanci
39;15;2;72;3;3;0;2;21.0;12.0;21.0;18.0;960.0;1320.0;31.5;0.0;17.8;0.0;29.2;23.0;0;2;0;Benzi/Bonifazi;Carambula/Rossi
12;7;0;24;1;1;0;4;13.0;21.0;9.0;21.0;780.0;780.0;31.5;0.0;17.8;0.0;29.2;23.0;0;0;2;Amer/Abduljalil;Crabb/Lotman
17;3;4;40;2;2;0;0;13.0;21.0;9.0;21.0;780.0;780.0;31.5;0.0;17.8;0.0;29.2;13.0;1;0;2;Crabb/Lotman;Amer/Abduljalil
22;11;0;37;3;3;0;1;19.0;21.0;17.0;21.0;1320.0;1200.0;31.5;0.0;17.8;0.0;29.2;23.0;0;0;2;Sowa/Pfretzschner, L.;Pedrosa/Campos
23;7;1;41;3;3;0;0;19.0;21.0;17.0;21.0;1320.0;1200.0;31.5;0.0;17.8;0.0;29.2;24.0;1;0;2;Pedrosa/Campos;Sowa/Pfretzschner, L.
24;4;0;34;1;1;0;0;21.0;17.0;21.0;16.0;900.0;960.0;28.9;0.0;9.2;0.0;16.2;28.0;0;2;0;Carracher/Nicolaidis;Åhman/Hellvig
28;3;0;41;8;8;0;0;21.0;17.0;21.0;16.0;900.0;960.0;28.9;0.0;9.2;0.0;16.2;26.0;1;2;0;Åhman/Hellvig;Carracher/Nicolaidis
32;7;0;45;2;2;0;0;13.0;21.0;21.0;19.0;960.0;1200.0;28.0;0.0;8.2;0.0;11.9;33.0;0;1;2;Henning/Winter;Virgen/Sarabia
31;5;0;55;8;8;0;0;13.0;21.0;21.0;19.0;960.0;1200.0;28.0;0.0;8.2;0.0;11.9;32.0;1;1;2;Virgen/Sarabia;Henning/Winter
38;1;1;54;4;4;0;4;16.0;21.0;23.0;21.0;960.0;1320.0;28.9;0.0;9.2;0.0;16.2;38.0;0;2;1;Capogrosso T./Capogrosso N.;Viscovich/Ranghieri
30;5;4;54;8;8;0;1;16.0;21.0;23.0;21.0;960.0;1320.0;28.9;0.0;9.2;0.0;16.2;34.0;1;2;1;Viscovich/Ranghieri;Capogrosso T./Capogrosso N.
34;6;5;54;4;4;0;0;21.0;19.0;18.0;21.0;1200.0;1140.0;28.0;0.0;8.2;0.0;11.9;34.0;1;2;1;Huerta P./Huerta A.;Mermer/Urlu
33;6;0;53;8;8;0;5;21.0;19.0;18.0;21.0;1200.0;1140.0;28.0;0.0;8.2;0.0;11.9;36.0;0;2;1;Mermer/Urlu;Huerta P./Huerta A.
59;15;3;103;3;3;0;3;21.0;19.0;16.0;21.0;1140.0;960.0;28.9;0.0;9.2;0.0;16.2;36.0;0;2;1;Métral/Haussener;Heidrich/Dillier
37;2;3;51;4;4;0;2;15.0;21.0;21.0;14.0;960.0;960.0;27.0;0.0;6.8;0.0;10.1;38.0;1;2;1;Krou/Gauthier-Rat;Webber/Cory
36;1;2;43;1;1;0;3;15.0;21.0;21.0;14.0;960.0;960.0;27.0;0.0;6.8;0.0;10.1;37.0;0;2;1;Webber/Cory;Krou/Gauthier-Rat
32;6;4;55;4;4;0;8;20.0;22.0;22.0;20.0;1200.0;1260.0;28.9;0.0;9.2;0.0;16.2;32.0;1;1;2;Schubert/Hodges;Evandro/Vinicius
33;8;8;57;3;3;0;4;20.0;22.0;22.0;20.0;1200.0;1260.0;28.9;0.0;9.2;0.0;16.2;34.0;0;1;2;Evandro/Vinicius;Schubert/Hodges
74;8;2;110;8;8;0;2;19.0;21.0;21.0;17.0;1140.0;1140.0;27.0;0.0;6.8;0.0;10.1;36.0;0;2;1;Budinger/Field;Benesh/Partain
39;4;2;54;5;5;0;2;19.0;21.0;21.0;18.0;1200.0;1200.0;28.0;0.0;8.2;0.0;11.9;33.0;1;2;1;Pedro Solberg/Arthur Lanci;Carambula/Rossi
30;1;2;48;1;1;0;2;19.0;21.0;21.0;18.0;1200.0;1200.0;28.0;0.0;8.2;0.0;11.9;41.0;0;2;1;Carambula/Rossi;Pedro Solberg/Arthur Lanci
70;11;3;101;6;6;0;3;14.0;21.0;21.0;17.0;1020.0;1140.0;27.0;0.0;6.8;0.0;10.1;35.0;0;1;2;Benzi/Bonifazi;Windisch/Dal Corso
24;5;2;34;1;1;0;1;21.0;16.0;21.0;17.0;1020.0;1140.0;28.0;0.0;8.2;0.0;11.9;23.0;0;2;0;Pedrosa/Campos;Crabb/Lotman
22;2;1;41;5;5;0;2;21.0;16.0;21.0;17.0;1020.0;1140.0;28.0;0.0;8.2;0.0;11.9;24.0;1;2;0;Crabb/Lotman;Pedrosa/Campos
26;2;4;41;6;6;0;0;13.0;21.0;11.0;21.0;840.0;900.0;27.0;0.0;6.8;0.0;10.1;27.0;1;0;2;Sowa/Pfretzschner, L.;Amer/Abduljalil
17;0;0;25;2;2;0;4;13.0;21.0;11.0;21.0;840.0;900.0;27.0;0.0;6.8;0.0;10.1;17.0;0;0;2;Amer/Abduljalil;Sowa/Pfretzschner, L.
20;2;0;28;1;2;0;1;16.0;21.0;11.0;21.0;1140.0;960.0;30.9;0.0;4.7;0.0;13.7;13.0;0;0;2;Virgen/Sarabia;Benesh/Partain
26;2;1;41;3;10;0;0;16.0;21.0;11.0;21.0;1140.0;960.0;30.9;0.0;4.7;0.0;13.7;26.0;1;0;2;Benesh/Partain;Virgen/Sarabia
27;5;2;41;4;4;0;1;17.0;21.0;12.0;21.0;1080.0;900.0;30.9;0.0;4.7;0.0;13.7;28.0;1;0;2;Huerta P./Huerta A.;Benzi/Bonifazi
16;4;1;30;3;3;0;2;17.0;21.0;12.0;21.0;1080.0;900.0;30.9;0.0;4.7;0.0;13.7;16.0;0;0;2;Benzi/Bonifazi;Huerta P./Huerta A.
26;3;1;37;0;0;0;0;21.0;18.0;21.0;18.0;960.0;1260.0;30.3;0.0;15.0;0.0;27.4;28.0;0;2;0;Huerta P./Huerta A.;Åhman/Hellvig
28;4;0;41;7;7;0;1;21.0;18.0;21.0;18.0;960.0;1260.0;30.3;0.0;15.0;0.0;27.4;28.0;1;2;0;Åhman/Hellvig;Huerta P./Huerta A.
27;0;5;42;6;6;0;1;21.0;23.0;12.0;21.0;1320.0;1080.0;30.3;0.0;15.0;0.0;27.4;28.0;1;0;2;Carambula/Rossi;Pedrosa/Campos
24;2;1;35;3;3;0;5;21.0;23.0;12.0;21.0;1320.0;1080.0;30.3;0.0;15.0;0.0;27.4;24.0;0;0;2;Pedrosa/Campos;Carambula/Rossi
28;5;5;42;0;0;0;0;20.0;22.0;19.0;21.0;1260.0;1260.0;30.3;0.0;15.0;0.0;27.4;28.0;1;0;2;Schubert/Hodges;Métral/Haussener
26;4;0;40;2;2;0;5;20.0;22.0;19.0;21.0;1260.0;1260.0;30.3;0.0;15.0;0.0;27.4;26.0;0;0;2;Métral/Haussener;Schubert/Hodges
25;5;0;53;9;9;0;4;21.0;17.0;19.0;21.0;1260.0;1200.0;30.3;0.0;15.0;0.0;27.4;27.0;0;1;2;Sowa/Pfretzschner, L.;Heidrich/Dillier
35;7;4;52;5;5;0;0;21.0;17.0;19.0;21.0;1260.0;1200.0;30.3;0.0;15.0;0.0;27.4;38.0;1;1;2;Heidrich/Dillier;Sowa/Pfretzschner, L.
30;3;0;40;2;2;0;2;21.0;19.0;22.0;20.0;1140.0;1200.0;29.6;0.0;13.2;0.0;23.8;31.0;0;2;0;Krou/Gauthier-Rat;Crabb/Lotman
28;2;2;42;7;7;0;0;21.0;19.0;22.0;20.0;1140.0;1200.0;29.6;0.0;13.2;0.0;23.8;28.0;1;2;0;Crabb/Lotman;Krou/Gauthier-Rat
55;7;2;74;1;1;0;2;21.0;14.0;21.0;18.0;1080.0;1140.0;29.6;0.0;13.2;0.0;23.8;28.0;0;2;0;Evandro/Vinicius;Pedro Solberg/Arthur Lanci
35;5;2;54;3;3;0;3;19.0;21.0;21.0;15.0;1140.0;960.0;29.6;0.0;13.2;0.0;23.8;36.0;1;2;1;Capogrosso T./Capogrosso N.;Carracher/Nicolaidis
29;5;3;48;5;5;0;2;19.0;21.0;21.0;15.0;1140.0;960.0;29.6;0.0;13.2;0.0;23.8;30.0;0;2;1;Carracher/Nicolaidis;Capogrosso T./Capogrosso N.
27;6;5;53;4;4;0;2;16.0;21.0;21.0;16.0;1080.0;1080.0;29.6;0.0;13.2;0.0;23.8;32.0;1;2;1;Viscovich/Ranghieri;Benesh/Partain
31;4;2;49;5;5;0;5;16.0;21.0;21.0;16.0;1080.0;1080.0;29.6;0.0;13.2;0.0;23.8;27.0;0;2;1;Benesh/Partain;Viscovich/Ranghieri
31;3;2;43;1;1;0;3;28.0;26.0;21.0;16.0;1560.0;1080.0;27.5;0.0;8.0;0.0;11.9;35.0;0;2;0;Carambula/Rossi;Åhman/Hellvig
35;3;3;48;2;2;0;2;28.0;26.0;21.0;16.0;1560.0;1080.0;27.5;0.0;8.0;0.0;11.9;33.0;1;2;0;Åhman/Hellvig;Carambula/Rossi
16;3;0;31;0;0;0;5;17.0;21.0;13.0;21.0;960.0;840.0;27.5;0.0;8.0;0.0;11.9;18.0;0;0;2;Schubert/Hodges;Heidrich/Dillier
22;7;5;41;3;3;0;0;17.0;21.0;13.0;21.0;960.0;840.0;27.5;0.0;8.0;0.0;11.9;25.0;1;0;2;Heidrich/Dillier;Schubert/Hodges
34;6;0;44;3;3;0;0;21.0;18.0;27.0;25.0;1200.0;1620.0;26.3;0.0;7.1;0.0;10.1;34.0;0;2;0;Pedro Solberg/Arthur Lanci;Crabb/Lotman
27;3;0;47;4;4;0;0;21.0;18.0;27.0;25.0;1200.0;1620.0;26.3;0.0;7.1;0.0;10.1;28.0;1;2;0;Crabb/Lotman;Pedro Solberg/Arthur Lanci
30;3;3;54;5;5;0;2;21.0;10.0;19.0;21.0;840.0;1260.0;26.3;0.0;7.1;0.0;10.1;25.0;1;2;1;Capogrosso T./Capogrosso N.;Viscovich/Ranghieri
25;7;2;39;3;3;0;3;21.0;10.0;19.0;21.0;840.0;1260.0;26.3;0.0;7.1;0.0;10.1;33.0;0;2;1;Viscovich/Ranghieri;Capogrosso T./Capogrosso N.
20;3;0;28;2;2;0;2;21.0;15.0;21.0;12.0;1200.0;1140.0;33.0;0.0;9.5;0.0;23.4;20.0;0;2;0;Heidrich/Dillier;Åhman/Hellvig
25;2;2;41;6;6;0;0;21.0;15.0;21.0;12.0;1200.0;1140.0;33.0;0.0;9.5;0.0;23.4;26.0;1;2;0;Åhman/Hellvig;Heidrich/Dillier
30;1;3;41;1;1;0;0;14.0;21.0;17.0;21.0;960.0;1140.0;33.8;0.0;8.0;0.0;20.9;30.0;1;0;2;Capogrosso T./Capogrosso N.;Crabb/Lotman
25;3;0;32;1;1;0;3;14.0;21.0;17.0;21.0;960.0;1140.0;33.8;0.0;8.0;0.0;20.9;26.0;0;0;2;Crabb/Lotman;Capogrosso T./Capogrosso N.
26;2;0;34;3;3;0;0;15.0;21.0;18.0;21.0;900.0;1260.0;28.4;0.0;10.7;0.0;17.3;27.0;0;0;2;Heidrich/Dillier;Crabb/Lotman
26;0;0;41;3;3;0;0;15.0;21.0;18.0;21.0;900.0;1260.0;28.4;0.0;10.7;0.0;17.3;27.0;1;0;2;Crabb/Lotman;Heidrich/Dillier
20;3;1;30;2;2;0;2;21.0;17.0;21.0;12.0;1080.0;1140.0;27.6;0.0;9.5;0.0;14.0;29.0;0;2;0;Capogrosso T./Capogrosso N.;Åhman/Hellvig
25;2;2;41;3;3;0;1;21.0;17.0;21.0;12.0;1080.0;1140.0;27.6;0.0;9.5;0.0;14.0;22.0;1;2;0;Åhman/Hellvig;Capogrosso T./Capogrosso N.
24;5;4;41;3;3;0;1;21.0;16.0;21.0;12.0;1200.0;1080.0;12.8;0.0;13.8;0.0;31.0;18.0;1;2;0;Clancy/Mariafe;Akiko/Yurika
18;2;1;29;2;2;0;4;21.0;16.0;21.0;12.0;1200.0;1080.0;12.8;0.0;13.8;0.0;31.0;26.0;0;2;0;Akiko/Yurika;Clancy/Mariafe
33;8;3;51;1;2;0;4;21.0;17.0;21.0;23.0;1020.0;1200.0;12.8;0.0;13.8;0.0;31.0;35.0;0;2;1;Sliwka/Wachowicz;Stockman/Kraft
34;6;5;58;2;2;0;2;21.0;17.0;21.0;23.0;1020.0;1200.0;12.8;0.0;13.8;0.0;31.0;34.0;1;2;1;Stockman/Kraft;Sliwka/Wachowicz
16;4;1;27;1;1;0;0;21.0;14.0;21.0;12.0;960.0;960.0;14.8;0.0;14.0;0.0;34.2;16.0;0;2;0;J. J. Zeng/Wang X. X.;Hughes/Cheng
26;4;0;41;2;2;0;1;21.0;14.0;21.0;12.0;960.0;960.0;14.8;0.0;14.0;0.0;34.2;27.0;1;2;0;Hughes/Cheng;J. J. Zeng/Wang X. X.
19;3;0;25;1;1;0;4;21.0;14.0;21.0;10.0;900.0;840.0;14.8;0.0;14.0;0.0;34.2;19.0;0;2;0;Johnson/Fleming;X. Y. Xia/M.M. Lin
21;2;4;41;4;4;0;0;21.0;14.0;21.0;10.0;900.0;840.0;14.8;0.0;14.0;0.0;34.2;21.0;1;2;0;X. Y. Xia/M.M. Lin;Johnson/Fleming
43;4;3;58;3;3;0;2;18.0;21.0;21.0;18.0;1020.0;1200.0;14.9;0.2;13.9;0.2;31.7;44.0;1;1;2;Zeimann/Polley;Nuss/Brasher
39;3;2;56;2;2;0;3;18.0;21.0;21.0;18.0;1020.0;1200.0;14.9;0.2;13.9;0.2;31.7;39.0;0;1;2;Nuss/Brasher;Zeimann/Polley
25;8;2;46;4;4;0;7;18.0;21.0;21.0;13.0;1200.0;960.0;14.9;0.2;13.9;0.2;31.7;26.0;0;2;1;Yuan Lvwen/J. Dong;Naraphornrapat/Worapeerachayakorn
31;9;7;55;3;3;0;2;18.0;21.0;21.0;13.0;1200.0;960.0;14.9;0.2;13.9;0.2;31.7;31.0;1;2;1;Naraphornrapat/Worapeerachayakorn;Yuan Lvwen/J. Dong
16;1;1;27;0;0;0;1;21.0;11.0;21.0;15.0;900.0;960.0;14.9;0.2;11.1;0.2;27.4;31.0;0;2;0;Stevens/Laird;Sude/Schneider
29;7;1;41;5;5;0;1;21.0;11.0;21.0;15.0;900.0;960.0;14.9;0.2;11.1;0.2;27.4;16.0;1;2;0;Sude/Schneider;Stevens/Laird
16;5;3;37;4;4;0;2;21.0;19.0;21.0;17.0;1020.0;960.0;14.9;0.2;11.1;0.2;27.4;27.0;0;2;0;Kotnik/Lovsin, T.;Flint/Scoles
26;5;2;41;2;2;0;3;21.0;19.0;21.0;17.0;1020.0;960.0;14.9;0.2;11.1;0.2;27.4;19.0;1;2;0;Flint/Scoles;Kotnik/Lovsin, T.
28;5;2;41;4;4;0;1;21.0;10.0;21.0;14.0;900.0;1020.0;14.8;0.1;14.0;0.1;32.4;29.0;1;2;0;Clancy/Mariafe;Stockman/Kraft
12;2;1;25;1;1;0;2;21.0;10.0;21.0;14.0;900.0;1020.0;14.8;0.1;14.0;0.1;32.4;13.0;0;2;0;Stockman/Kraft;Clancy/Mariafe
23;5;0;34;0;0;0;4;16.0;21.0;17.0;21.0;1020.0;960.0;14.8;0.1;14.0;0.1;32.4;26.0;0;0;2;Akiko/Yurika;Sliwka/Wachowicz
26;4;4;41;2;2;0;0;16.0;21.0;17.0;21.0;1020.0;960.0;14.8;0.1;14.0;0.1;32.4;24.0;1;0;2;Sliwka/Wachowicz;Akiko/Yurika
24;3;4;34;0;0;0;2;21.0;18.0;21.0;15.0;1020.0;900.0;12.6;0.0;12.9;0.0;25.6;28.0;0;2;0;X. Y. Xia/M.M. Lin;Hughes/Cheng
30;1;3;41;4;4;0;2;21.0;18.0;21.0;15.0;1020.0;900.0;12.6;0.0;12.9;0.0;25.6;32.0;1;2;0;Hughes/Cheng;X. Y. Xia/M.M. Lin
20;2;5;42;6;6;0;4;20.0;22.0;12.0;21.0;1200.0;900.0;12.6;0.0;12.9;0.0;25.6;21.0;1;0;2;Johnson/Fleming;J. J. Zeng/Wang X. X.
17;7;4;33;4;4;0;5;20.0;22.0;12.0;21.0;1200.0;900.0;12.6;0.0;12.9;0.0;25.6;18.0;0;0;2;J. J. Zeng/Wang X. X.;Johnson/Fleming
25;7;0;35;1;1;0;4;21.0;17.0;21.0;16.0;1140.0;1080.0;14.9;0.2;13.9;0.2;32.0;21.0;0;2;0;Naraphornrapat/Worapeerachayakorn;Nuss/Brasher
21;1;4;40;3;3;0;0;21.0;17.0;21.0;16.0;1140.0;1080.0;14.9;0.2;13.9;0.2;32.0;26.0;1;2;0;Nuss/Brasher;Naraphornrapat/Worapeerachayakorn
14;4;1;34;4;4;0;7;24.0;22.0;21.0;11.0;1320.0;900.0;14.9;0.2;13.9;0.2;32.0;29.0;0;2;0;Yuan Lvwen/J. Dong;Zeimann/Polley
29;8;7;44;1;1;0;1;24.0;22.0;21.0;11.0;1320.0;900.0;14.9;0.2;13.9;0.2;32.0;15.0;1;2;0;Zeimann/Polley;Yuan Lvwen/J. Dong
24;4;1;40;4;4;0;5;19.0;21.0;20.0;22.0;1200.0;1260.0;14.4;0.0;17.7;0.0;36.7;24.0;0;0;2;Sude/Schneider;Flint/Scoles
27;3;5;42;1;1;0;1;19.0;21.0;20.0;22.0;1200.0;1260.0;14.4;0.0;17.7;0.0;36.7;27.0;1;0;2;Flint/Scoles;Sude/Schneider
18;5;1;27;1;1;0;0;15.0;21.0;12.0;21.0;960.0;840.0;14.4;0.0;17.7;0.0;36.7;18.0;0;0;2;Stevens/Laird;Kotnik/Lovsin, T.
19;4;0;42;6;6;0;1;15.0;21.0;12.0;21.0;960.0;840.0;14.4;0.0;17.7;0.0;36.7;19.0;1;0;2;Kotnik/Lovsin, T.;Stevens/Laird
42;6;2;55;1;1;0;1;21.0;19.0;19.0;21.0;1080.0;1020.0;13.0;0.0;12.7;0.0;25.9;45.0;1;1;2;Akiko/Yurika;Stockman/Kraft
39;4;1;52;2;2;0;2;21.0;19.0;19.0;21.0;1080.0;1020.0;13.0;0.0;12.7;0.0;25.9;39.0;0;1;2;Stockman/Kraft;Akiko/Yurika
25;4;5;41;2;2;0;1;21.0;15.0;21.0;18.0;1020.0;1140.0;13.0;0.0;12.7;0.0;25.9;25.0;1;2;0;Clancy/Mariafe;Sliwka/Wachowicz
21;5;1;34;1;1;0;5;21.0;15.0;21.0;18.0;1020.0;1140.0;13.0;0.0;12.7;0.0;25.9;21.0;0;2;0;Sliwka/Wachowicz;Clancy/Mariafe
55;3;3;69;4;4;0;3;21.0;16.0;21.0;11.0;1080.0;960.0;14.6;0.0;17.6;0.0;38.5;23.0;0;2;0;J. J. Zeng/Wang X. X.;X. Y. Xia/M.M. Lin
15;4;1;25;3;3;0;4;21.0;15.0;21.0;9.0;960.0;840.0;14.6;0.0;17.6;0.0;38.5;26.0;0;2;0;Johnson/Fleming;Hughes/Cheng
24;1;4;41;6;6;0;1;21.0;15.0;21.0;9.0;960.0;840.0;14.6;0.0;17.6;0.0;38.5;17.0;1;2;0;Hughes/Cheng;Johnson/Fleming
21;3;1;35;2;2;0;4;21.0;19.0;21.0;16.0;1260.0;960.0;11.8;0.0;10.3;0.0;24.8;26.0;0;2;0;Zeimann/Polley;Naraphornrapat/Worapeerachayakorn
24;6;4;42;3;3;0;1;21.0;19.0;21.0;16.0;1260.0;960.0;11.8;0.0;10.3;0.0;24.8;21.0;1;2;0;Naraphornrapat/Worapeerachayakorn;Zeimann/Polley
14;4;1;24;1;1;0;4;21.0;13.0;21.0;9.0;840.0;780.0;14.9;0.1;15.2;0.1;34.9;27.0;0;2;0;Stevens/Laird;Flint/Scoles
26;3;4;40;1;1;0;1;21.0;13.0;21.0;9.0;840.0;780.0;14.9;0.1;15.2;0.1;34.9;16.0;1;2;0;Flint/Scoles;Stevens/Laird
35;1;2;52;3;3;0;3;19.0;21.0;21.0;16.0;1140.0;1080.0;14.9;0.1;15.2;0.1;34.9;38.0;0;1;2;Sude/Schneider;Kotnik/Lovsin, T.
32;4;3;52;7;7;0;2;19.0;21.0;21.0;16.0;1140.0;1080.0;14.9;0.1;15.2;0.1;34.9;34.0;1;1;2;Kotnik/Lovsin, T.;Sude/Schneider
29;4;2;42;6;6;0;1;21.0;12.0;21.0;18.0;1020.0;1140.0;16.4;0.0;14.2;0.0;34.6;30.0;1;2;0;Clancy/Mariafe;Kotnik/Lovsin, T.
19;2;1;30;1;1;0;2;21.0;12.0;21.0;18.0;1020.0;1140.0;16.4;0.0;14.2;0.0;34.6;20.0;0;2;0;Kotnik/Lovsin, T.;Clancy/Mariafe
15;3;2;25;0;0;0;2;21.0;17.0;21.0;7.0;1080.0;720.0;16.4;0.0;14.2;0.0;34.6;17.0;0;2;0;Sliwka/Wachowicz;Flint/Scoles
30;2;2;41;2;2;0;2;21.0;17.0;21.0;7.0;1080.0;720.0;16.4;0.0;14.2;0.0;34.6;31.0;1;2;0;Flint/Scoles;Sliwka/Wachowicz
