SpikeFault;SpikePoint;ServeFault;ServePoint;ServeTotal;BlockPoint;BlockTotal;DigTotal;ReceptionFault;SpikeTotal;temperature_2m;precipitation;wind_speed_10m;rain;wind_gusts_10m;TeamFault_team;Team1;Team2
8;16;2;0;28;0;0;0;4;44;18.0;0.0;20.9;0.0;39.2;28.0;Taiana Lima/Hegeile;Hüberli/Brunner
7;28;3;4;40;3;3;0;0;49;18.0;0.0;20.9;0.0;39.2;16.0;Hüberli/Brunner;Taiana Lima/Hegeile
3;23;5;3;39;0;0;0;2;44;20.3;0.0;22.1;0.0;45.0;25.0;Barbara/Carol;Stam/Schoon
3;32;6;2;40;2;2;0;3;47;20.3;0.0;22.1;0.0;45.0;32.0;Stam/Schoon;Barbara/Carol
8;38;8;4;53;2;2;0;5;66;20.3;0.0;22.1;0.0;45.0;39.0;Andressa/Vitoria;Wojtasik/Kociolek
7;33;2;5;53;1;1;0;4;64;20.3;0.0;22.1;0.0;45.0;33.0;Wojtasik/Kociolek;Andressa/Vitoria
6;26;5;1;45;5;5;0;3;45;18.4;0.0;25.3;0.0;45.7;27.0;Duda/Ana Patrícia;Anastasija/Tina
10;26;9;3;42;2;2;0;1;54;18.4;0.0;25.3;0.0;45.7;26.0;Anastasija/Tina;Duda/Ana Patrícia
8;32;7;7;53;2;2;0;0;57;18.4;0.0;25.3;0.0;45.7;37.0;Clancy/Mariafe;Cannon/Sponcil
5;33;9;3;53;1;1;0;2;56;18.4;0.0;25.3;0.0;45.7;38.0;Cannon/Sponcil;Clancy/Mariafe
7;30;5;2;42;0;0;0;3;63;16.9;0.0;24.3;0.0;43.6;24.0;Pavan/Melissa;Kolinske/Hughes
7;24;2;3;40;0;0;0;2;55;16.9;0.0;24.3;0.0;43.6;32.0;Kolinske/Hughes;Pavan/Melissa
8;31;4;4;56;1;1;0;0;59;16.9;0.0;24.3;0.0;43.6;37.0;Müller/Tillmann;Mäder/Anouk
10;41;10;6;60;4;4;0;0;71;16.9;0.0;24.3;0.0;43.6;47.0;Mäder/Anouk;Müller/Tillmann
17;55;11;11;96;8;8;0;11;102;20.3;0.0;22.7;0.0;40.3;31.0;Taiana Lima/Hegeile;Talita/Rebecca
8;19;7;4;34;2;2;0;2;40;20.3;0.0;22.7;0.0;40.3;27.0;Hermannova/Stochlova;Hüberli/Brunner
2;26;7;2;42;4;4;0;4;35;20.3;0.0;22.7;0.0;40.3;19.0;Hüberli/Brunner;Hermannova/Stochlova
10;51;9;6;77;2;2;0;6;101;20.9;0.0;31.6;0.0;55.4;24.0;Andressa/Vitoria;Barbara/Carol
5;43;13;1;54;3;3;0;2;65;20.9;0.0;31.6;0.0;55.4;44.0;Stam/Schoon;Wojtasik/Kociolek
6;27;6;7;55;0;0;0;0;54;20.9;0.0;31.6;0.0;55.4;33.0;Wojtasik/Kociolek;Stam/Schoon
4;30;8;3;41;1;1;0;1;43;13.9;1.2;17.3;1.2;40.0;17.0;Clancy/Mariafe;Duda/Ana Patrícia
5;16;3;1;31;2;2;0;3;42;13.9;1.2;17.3;1.2;40.0;31.0;Duda/Ana Patrícia;Clancy/Mariafe
8;34;5;5;53;4;4;0;4;68;13.9;1.2;17.3;1.2;40.0;35.0;Anastasija/Tina;Cannon/Sponcil
9;33;5;4;54;3;3;0;5;79;13.9;1.2;17.3;1.2;40.0;36.0;Cannon/Sponcil;Anastasija/Tina
9;29;6;0;38;2;2;0;1;53;12.9;0.8;6.9;0.8;29.9;29.0;Pavan/Melissa;Mäder/Anouk
4;24;4;1;41;3;3;0;0;44;12.9;0.8;6.9;0.8;29.9;26.0;Mäder/Anouk;Pavan/Melissa
0;32;6;1;41;2;2;0;0;51;12.9;0.8;6.9;0.8;29.9;27.0;Müller/Tillmann;Kolinske/Hughes
6;25;1;0;34;0;0;0;1;50;12.9;0.8;6.9;0.8;29.9;34.0;Kolinske/Hughes;Müller/Tillmann
3;25;2;4;40;4;4;0;0;38;20.2;0.0;29.5;0.0;55.8;31.0;Taiana Lima/Hegeile;Hermannova/Stochlova
6;25;5;1;33;3;3;0;0;44;20.2;0.0;29.5;0.0;55.8;26.0;Hermannova/Stochlova;Taiana Lima/Hegeile
5;33;6;5;48;2;2;0;6;57;20.2;0.0;29.5;0.0;55.8;34.0;Talita/Rebecca;Hüberli/Brunner
6;34;6;6;53;0;0;0;5;55;20.2;0.0;29.5;0.0;55.8;33.0;Hüberli/Brunner;Talita/Rebecca
9;28;5;2;45;4;4;0;0;52;14.7;0.1;22.3;0.1;43.6;37.0;Stam/Schoon;Mäder/Anouk
6;36;8;1;51;2;2;0;0;51;14.7;0.1;22.3;0.1;43.6;31.0;Mäder/Anouk;Stam/Schoon
3;25;4;2;40;3;3;0;1;44;14.7;0.1;22.3;0.1;43.6;26.0;Talita/Rebecca;Anastasija/Tina
9;19;5;1;29;0;0;0;2;46;14.7;0.1;22.3;0.1;43.6;19.0;Anastasija/Tina;Talita/Rebecca
7;29;4;4;52;2;2;0;1;68;15.6;0.0;22.3;0.0;43.9;41.0;Barbara/Carol;Müller/Tillmann
9;41;7;1;51;3;3;0;4;72;15.6;0.0;22.3;0.0;43.9;30.0;Müller/Tillmann;Barbara/Carol
10;18;6;4;31;0;0;0;0;56;15.6;0.0;22.3;0.0;43.9;26.0;Clancy/Mariafe;Hüberli/Brunner
4;23;3;2;41;4;4;0;0;44;15.6;0.0;22.3;0.0;43.9;23.0;Hüberli/Brunner;Clancy/Mariafe
4;25;6;3;40;4;4;0;2;46;15.5;0.1;20.7;0.1;41.0;28.0;Talita/Rebecca;Mäder/Anouk
7;22;4;2;37;1;1;0;3;46;15.5;0.1;20.7;0.1;41.0;23.0;Mäder/Anouk;Talita/Rebecca
7;32;5;4;47;3;3;0;0;61;15.3;0.0;17.9;0.0;39.6;33.0;Müller/Tillmann;Hüberli/Brunner
7;32;5;0;47;4;4;0;4;60;15.3;0.0;17.9;0.0;39.6;33.0;Hüberli/Brunner;Müller/Tillmann
11;54;6;3;76;5;5;0;3;93;15.5;0.2;2.1;0.2;13.3;24.0;Hüberli/Brunner;Mäder/Anouk
9;24;3;2;35;0;0;0;1;46;15.4;0.0;3.6;0.0;10.8;24.0;Talita/Rebecca;Müller/Tillmann
2;29;6;1;41;1;1;0;2;44;15.4;0.0;3.6;0.0;10.8;29.0;Müller/Tillmann;Talita/Rebecca
8;26;9;4;48;2;2;0;2;56;36.4;0.0;23.6;0.0;38.2;32.0;Paulikiene/Kliokmanaite;Stam/Schoon
11;32;3;2;49;4;4;0;4;67;36.4;0.0;23.6;0.0;38.2;28.0;Stam/Schoon;Paulikiene/Kliokmanaite
9;23;4;3;32;1;1;0;0;50;36.4;0.0;23.6;0.0;38.2;26.0;Wojtasik/Kociolek;Quiggle/Murphy
3;27;2;1;41;2;2;0;0;44;36.4;0.0;23.6;0.0;38.2;29.0;Quiggle/Murphy;Wojtasik/Kociolek
4;25;2;3;41;3;3;0;1;41;36.4;0.0;23.6;0.0;38.2;26.0;Barbara/Carol;Kotnik/Lovsin, T.
7;24;6;1;32;1;1;0;3;46;36.4;0.0;23.6;0.0;38.2;24.0;Kotnik/Lovsin, T.;Barbara/Carol
4;41;8;3;57;1;1;0;6;62;36.4;0.0;23.6;0.0;38.2;41.0;Hermannova/Stochlova;Carro/Lobato
5;41;8;6;59;3;3;0;3;61;36.4;0.0;23.6;0.0;38.2;41.0;Carro/Lobato;Hermannova/Stochlova
5;23;8;2;49;5;5;0;4;45;36.4;0.0;23.6;0.0;38.2;36.0;Harnett/Dormann;Mäder/Anouk
11;35;10;4;52;1;1;0;2;60;36.4;0.0;23.6;0.0;38.2;25.0;Mäder/Anouk;Harnett/Dormann
3;39;6;5;55;2;2;0;3;60;36.4;0.0;23.6;0.0;38.2;39.0;Megan/Nicole;Laboureur/Schulz
7;36;5;3;50;1;1;0;5;61;36.4;0.0;23.6;0.0;38.2;37.0;Laboureur/Schulz;Megan/Nicole
7;22;2;4;31;0;0;0;0;51;36.4;0.0;23.6;0.0;38.2;33.0;Paula/González;Borger/Sude
2;28;3;4;42;4;4;0;0;44;36.4;0.0;23.6;0.0;38.2;26.0;Borger/Sude;Paula/González
5;22;4;6;42;2;2;0;4;40;36.4;0.0;23.6;0.0;38.2;15.0;Clancy/Mariafe;Esmée/Zoé
12;14;1;4;28;0;0;0;6;43;36.4;0.0;23.6;0.0;38.2;23.0;Esmée/Zoé;Clancy/Mariafe
6;18;3;3;32;0;0;0;3;39;38.4;0.0;21.3;0.0;37.1;18.0;Helland-Hansen/Olimstad;Hüberli/Brunner
3;29;7;3;41;3;3;0;3;42;38.4;0.0;21.3;0.0;37.1;30.0;Hüberli/Brunner;Helland-Hansen/Olimstad
8;16;3;1;24;0;0;0;0;47;38.4;0.0;21.3;0.0;37.1;31.0;Rivas Zapata/Chris;Ittlinger/Schneider
2;25;3;3;41;2;3;0;0;36;38.4;0.0;21.3;0.0;37.1;18.0;Ittlinger/Schneider;Rivas Zapata/Chris
9;26;4;4;52;2;2;0;2;66;38.4;0.0;21.3;0.0;37.1;39.0;Placette/Richard;Tillmann/Müller
11;39;7;2;52;6;6;0;4;64;38.4;0.0;21.3;0.0;37.1;28.0;Tillmann/Müller;Placette/Richard
11;21;1;0;31;1;1;0;2;59;38.4;0.0;21.3;0.0;37.1;28.0;Victoria/Tainá;Lahti/Ahtiainen
5;26;4;2;41;5;5;0;0;57;38.4;0.0;21.3;0.0;37.1;21.0;Lahti/Ahtiainen;Victoria/Tainá
2;23;6;4;41;2;2;0;0;33;29.5;0.0;21.3;0.0;32.8;29.0;Stam/Schoon;Quiggle/Murphy
5;20;8;0;29;1;1;0;0;39;29.5;0.0;21.3;0.0;32.8;20.0;Quiggle/Murphy;Stam/Schoon
7;20;3;4;42;2;2;0;0;49;29.3;0.0;22.7;0.0;31.7;25.0;Paulikiene/Kliokmanaite;Wojtasik/Kociolek
8;23;9;3;36;2;2;0;0;55;29.3;0.0;22.7;0.0;31.7;25.0;Wojtasik/Kociolek;Paulikiene/Kliokmanaite
4;21;3;7;42;2;2;0;0;29;29.5;0.0;21.3;0.0;32.8;16.0;Barbara/Carol;Carro/Lobato
8;15;6;0;23;1;1;0;7;37;29.5;0.0;21.3;0.0;32.8;21.0;Carro/Lobato;Barbara/Carol
7;29;6;1;42;2;2;0;4;53;29.3;0.0;22.7;0.0;31.7;31.0;Hermannova/Stochlova;Kotnik/Lovsin, T.
8;22;4;4;41;4;4;0;1;49;29.3;0.0;22.7;0.0;31.7;22.0;Kotnik/Lovsin, T.;Hermannova/Stochlova
6;17;5;1;39;2;2;0;0;40;29.5;0.0;21.3;0.0;32.8;18.0;Megan/Nicole;Mäder/Anouk
8;30;10;0;40;2;2;0;1;49;29.5;0.0;21.3;0.0;32.8;31.0;Mäder/Anouk;Megan/Nicole
6;15;10;3;31;2;2;0;5;39;29.8;0.0;25.5;0.0;37.1;21.0;Harnett/Dormann;Laboureur/Schulz
6;20;6;5;41;2;2;0;3;38;29.8;0.0;25.5;0.0;37.1;15.0;Laboureur/Schulz;Harnett/Dormann
6;23;5;3;42;2;2;0;4;40;29.5;0.0;21.3;0.0;32.8;19.0;Clancy/Mariafe;Borger/Sude
12;17;5;6;35;2;2;0;3;40;29.5;0.0;21.3;0.0;32.8;23.0;Borger/Sude;Clancy/Mariafe
9;35;9;5;51;1;1;0;4;76;29.8;0.0;25.5;0.0;37.1;37.0;Paula/González;Esmée/Zoé
5;30;6;5;53;1;1;0;3;56;29.8;0.0;25.5;0.0;37.1;31.0;Esmée/Zoé;Paula/González
5;20;9;6;42;4;4;0;3;39;29.3;0.0;22.7;0.0;31.7;21.0;Ittlinger/Schneider;Hüberli/Brunner
9;14;7;3;31;1;1;0;5;42;29.3;0.0;22.7;0.0;31.7;14.0;Hüberli/Brunner;Ittlinger/Schneider
7;21;4;1;35;3;3;0;0;56;29.8;0.0;25.5;0.0;37.1;23.0;Rivas Zapata/Chris;Helland-Hansen/Olimstad
4;28;6;2;40;0;0;0;0;53;29.8;0.0;25.5;0.0;37.1;31.0;Helland-Hansen/Olimstad;Rivas Zapata/Chris
13;24;2;4;51;10;10;0;0;60;29.3;0.0;22.7;0.0;31.7;36.0;Lahti/Ahtiainen;Tillmann/Müller
12;36;9;0;49;7;7;0;4;65;29.3;0.0;22.7;0.0;31.7;24.0;Tillmann/Müller;Lahti/Ahtiainen
8;25;2;2;45;3;3;0;2;54;29.8;0.0;25.5;0.0;37.1;28.0;Victoria/Tainá;Placette/Richard
9;27;8;2;42;2;2;0;2;61;29.8;0.0;25.5;0.0;37.1;28.0;Placette/Richard;Victoria/Tainá
5;21;4;3;42;1;1;0;3;37;32.2;0.0;13.0;0.0;24.5;24.0;Paulikiene/Kliokmanaite;Esmée/Zoé
8;23;10;3;36;2;2;0;3;49;32.2;0.0;13.0;0.0;24.5;21.0;Esmée/Zoé;Paulikiene/Kliokmanaite
8;33;1;2;56;6;6;0;4;63;32.2;0.0;13.0;0.0;24.5;32.0;Victoria/Tainá;Helland-Hansen/Olimstad
16;36;4;4;51;1;1;0;2;75;32.2;0.0;13.0;0.0;24.5;30.0;Helland-Hansen/Olimstad;Victoria/Tainá
3;26;5;1;40;3;3;0;2;39;32.4;0.0;21.8;0.0;36.4;26.0;Barbara/Carol;Paulikiene/Kliokmanaite
8;20;7;2;32;1;1;0;1;41;32.4;0.0;21.8;0.0;36.4;20.0;Paulikiene/Kliokmanaite;Barbara/Carol
5;27;2;3;43;0;0;0;1;48;33.1;0.0;20.2;0.0;35.3;31.0;Megan/Nicole;Carro/Lobato
6;30;6;1;39;0;0;0;3;52;33.1;0.0;20.2;0.0;35.3;28.0;Carro/Lobato;Megan/Nicole
8;39;9;2;55;2;2;0;4;69;32.4;0.0;18.7;0.0;32.8;33.0;Clancy/Mariafe;Lahti/Ahtiainen
12;33;4;4;56;3;3;0;2;70;32.4;0.0;18.7;0.0;32.8;39.0;Lahti/Ahtiainen;Clancy/Mariafe
10;20;5;3;36;3;4;0;4;35;32.4;0.0;18.7;0.0;32.8;23.0;Hermannova/Stochlova;Mäder/Anouk
6;23;6;4;41;2;2;0;3;37;32.4;0.0;18.7;0.0;32.8;20.0;Mäder/Anouk;Hermannova/Stochlova
18;43;12;2;76;8;8;0;0;90;32.4;0.0;18.7;0.0;32.8;23.0;Laboureur/Schulz;Ittlinger/Schneider
9;51;13;6;79;5;5;0;6;101;32.4;0.0;18.7;0.0;32.8;25.0;Borger/Sude;Tillmann/Müller
6;30;2;4;41;3;3;0;2;56;33.1;0.0;20.2;0.0;35.3;30.0;Hüberli/Brunner;Quiggle/Murphy
7;20;1;2;31;2;2;0;4;49;33.1;0.0;20.2;0.0;35.3;20.0;Quiggle/Murphy;Hüberli/Brunner
10;16;4;2;30;2;2;0;5;38;32.4;0.0;21.8;0.0;36.4;16.0;Victoria/Tainá;Stam/Schoon
5;23;5;5;40;1;2;0;2;39;32.4;0.0;21.8;0.0;36.4;23.0;Stam/Schoon;Victoria/Tainá
7;29;6;3;41;2;2;0;3;54;29.5;0.0;21.3;0.0;34.9;29.0;Barbara/Carol;Megan/Nicole
7;16;3;3;34;2;2;0;3;46;29.5;0.0;21.3;0.0;34.9;17.0;Megan/Nicole;Barbara/Carol
3;28;9;5;41;0;0;0;2;45;29.5;0.0;22.7;0.0;32.8;19.0;Clancy/Mariafe;Mäder/Anouk
3;18;6;2;34;1;1;0;5;38;29.5;0.0;22.7;0.0;32.8;28.0;Mäder/Anouk;Clancy/Mariafe
11;46;17;3;78;4;4;0;3;78;29.5;0.0;22.7;0.0;32.8;22.0;Tillmann/Müller;Laboureur/Schulz
6;27;8;5;49;2;2;0;4;52;29.5;0.0;21.3;0.0;34.9;28.0;Stam/Schoon;Hüberli/Brunner
9;34;8;4;54;5;5;0;5;57;29.5;0.0;21.3;0.0;34.9;35.0;Hüberli/Brunner;Stam/Schoon
10;33;8;3;51;2;2;0;3;67;33.6;0.0;25.9;0.0;41.8;32.0;Clancy/Mariafe;Barbara/Carol
8;31;5;3;51;5;5;0;3;64;33.6;0.0;25.9;0.0;41.8;33.0;Barbara/Carol;Clancy/Mariafe
6;29;10;0;53;6;6;0;2;57;33.9;0.0;28.8;0.0;45.7;34.0;Laboureur/Schulz;Hüberli/Brunner
16;33;8;2;52;2;2;0;0;68;33.9;0.0;28.8;0.0;45.7;29.0;Hüberli/Brunner;Laboureur/Schulz
12;29;9;3;52;2;2;0;1;73;29.8;0.0;30.5;0.0;48.6;30.0;Clancy/Mariafe;Hüberli/Brunner
13;27;5;1;48;2;2;0;3;69;29.8;0.0;30.5;0.0;48.6;27.0;Hüberli/Brunner;Clancy/Mariafe
4;26;3;2;40;3;3;0;2;46;28.8;0.0;25.1;0.0;43.6;27.0;Barbara/Carol;Laboureur/Schulz
6;17;7;2;28;2;2;0;2;46;28.8;0.0;25.1;0.0;43.6;17.0;Laboureur/Schulz;Barbara/Carol
8;39;9;2;64;3;3;0;3;76;30.5;0.0;21.3;0.0;35.3;40.0;Tocs/Fokerots;Cherif/Ahmed
13;46;9;3;66;6;6;0;2;75;30.5;0.0;21.3;0.0;35.3;46.0;Cherif/Ahmed;Tocs/Fokerots
5;24;7;0;40;6;6;0;0;34;30.5;0.0;21.3;0.0;35.3;16.0;Herrera/Gavira;Luini/Penninga
11;15;4;1;30;3;3;0;0;31;30.5;0.0;21.3;0.0;35.3;27.0;Luini/Penninga;Herrera/Gavira
6;17;9;3;40;5;5;0;1;28;31.9;0.0;22.3;0.0;37.4;10.0;Bryl/Łosiak;M. Ihab/Abdallah
13;9;8;1;28;3;3;0;3;33;31.9;0.0;22.3;0.0;37.4;18.0;M. Ihab/Abdallah;Bryl/Łosiak
7;17;3;0;32;1;1;0;6;33;31.9;0.0;22.3;0.0;37.4;26.0;Evandro/Álvaro Filho;Wickler/Ehlers
5;26;8;6;41;5;5;0;0;40;31.9;0.0;22.3;0.0;37.4;18.0;Wickler/Ehlers;Evandro/Álvaro Filho
12;21;9;1;46;6;6;0;2;48;30.5;0.0;21.3;0.0;35.3;21.0;Hörl/Horst;de Groot/Boermans
10;31;14;2;55;7;7;0;1;56;30.5;0.0;21.3;0.0;35.3;32.0;de Groot/Boermans;Hörl/Horst
4;26;4;1;40;3;3;0;1;36;30.5;0.0;21.3;0.0;35.3;20.0;Seidl, R./Waller;Grimalt M./Grimalt E.
9;20;6;1;31;0;0;0;1;39;30.5;0.0;21.3;0.0;35.3;26.0;Grimalt M./Grimalt E.;Seidl, R./Waller
3;18;1;3;41;5;5;0;0;27;31.9;0.0;22.3;0.0;37.4;22.0;Renato/Vitor Felipe;Zdybek/Lewandowski
13;20;7;2;27;0;0;0;0;45;31.9;0.0;22.3;0.0;37.4;22.0;Zdybek/Lewandowski;Renato/Vitor Felipe
11;25;9;3;51;6;6;0;5;43;31.9;0.0;22.3;0.0;37.4;25.0;Ermacora/Pristauz;Nicolai/Cottafava
10;30;12;5;54;9;9;0;3;50;31.9;0.0;22.3;0.0;37.4;30.0;Nicolai/Cottafava;Ermacora/Pristauz
12;12;5;2;32;2;2;0;6;32;31.9;0.0;22.3;0.0;37.4;19.0;Carracher/Nicolaidis;Lupo/Ranghieri
6;18;9;6;40;5;5;0;2;33;31.9;0.0;22.3;0.0;37.4;13.0;Lupo/Ranghieri;Carracher/Nicolaidis
11;24;6;2;36;3;3;0;2;51;31.9;0.0;22.3;0.0;37.4;7.0;Aravena/Droguett;Krou/Gauthier-Rat
6;22;3;2;41;6;9;0;2;42;31.9;0.0;22.3;0.0;37.4;6.0;Krou/Gauthier-Rat;Aravena/Droguett
5;19;7;1;41;3;3;0;1;32;31.9;0.0;22.3;0.0;37.4;18.0;Schachter/Dearing;Varenhorst/van de Velde
12;17;8;1;32;1;1;0;1;43;31.9;0.0;22.3;0.0;37.4;21.0;Varenhorst/van de Velde;Schachter/Dearing
3;22;8;4;40;1;1;0;0;31;31.9;0.0;22.3;0.0;37.4;27.0;McHugh/Burnett;Virgen/Sarabia
8;21;7;2;36;3;3;0;0;39;31.9;0.0;22.3;0.0;37.4;23.0;Virgen/Sarabia;McHugh/Burnett
13;35;10;7;57;4;4;0;3;64;29.7;0.0;20.9;0.0;31.7;33.0;Herrera/Gavira;Cherif/Ahmed
10;33;5;3;59;7;7;0;7;56;29.7;0.0;20.9;0.0;31.7;35.0;Cherif/Ahmed;Herrera/Gavira
7;22;6;3;38;2;2;0;3;42;29.7;0.0;20.9;0.0;31.7;22.0;Tocs/Fokerots;Luini/Penninga
7;27;5;3;42;4;4;0;3;41;29.7;0.0;20.9;0.0;31.7;27.0;Luini/Penninga;Tocs/Fokerots
9;21;9;2;39;6;6;0;3;42;30.2;0.0;22.8;0.0;36.0;21.0;Wickler/Ehlers;Bryl/Łosiak
9;21;6;3;41;5;5;0;2;40;30.2;0.0;22.8;0.0;36.0;21.0;Bryl/Łosiak;Wickler/Ehlers
5;19;5;9;40;2;2;0;1;29;29.7;0.0;22.4;0.0;31.0;21.0;Evandro/Álvaro Filho;M. Ihab/Abdallah
9;10;3;1;23;2;2;0;9;28;29.7;0.0;22.4;0.0;31.0;10.0;M. Ihab/Abdallah;Evandro/Álvaro Filho
11;20;6;2;37;3;3;0;5;48;29.7;0.0;20.9;0.0;31.7;20.0;Seidl, R./Waller;de Groot/Boermans
8;20;4;5;41;6;6;0;2;43;29.7;0.0;20.9;0.0;31.7;22.0;de Groot/Boermans;Seidl, R./Waller
14;35;5;1;46;4;4;0;5;62;29.7;0.0;22.4;0.0;31.0;36.0;Hörl/Horst;Grimalt M./Grimalt E.
5;28;4;5;51;5;5;0;0;51;29.7;0.0;22.4;0.0;31.0;28.0;Grimalt M./Grimalt E.;Hörl/Horst
12;30;5;2;59;10;10;0;5;61;30.2;0.0;22.8;0.0;36.0;34.0;Renato/Vitor Felipe;Nicolai/Cottafava
16;34;10;5;56;4;4;0;2;69;30.2;0.0;22.8;0.0;36.0;31.0;Nicolai/Cottafava;Renato/Vitor Felipe
8;31;4;2;55;7;7;0;0;55;29.7;0.0;20.9;0.0;31.7;41.0;Ermacora/Pristauz;Zdybek/Lewandowski
13;40;10;1;54;2;2;0;0;65;29.7;0.0;20.9;0.0;31.7;33.0;Zdybek/Lewandowski;Ermacora/Pristauz
13;30;6;1;46;5;5;0;0;61;30.2;0.0;22.8;0.0;36.0;35.0;Krou/Gauthier-Rat;Lupo/Ranghieri
9;31;6;2;54;4;4;0;0;57;30.2;0.0;22.8;0.0;36.0;31.0;Lupo/Ranghieri;Krou/Gauthier-Rat
7;24;5;2;43;3;3;0;0;45;29.7;0.0;22.4;0.0;31.0;29.0;Carracher/Nicolaidis;Aravena/Droguett
7;20;8;2;37;2;2;0;0;46;29.7;0.0;22.4;0.0;31.0;24.0;Aravena/Droguett;Carracher/Nicolaidis
10;49;14;4;65;2;2;0;1;73;30.2;0.0;22.8;0.0;36.0;39.0;McHugh/Burnett;Schachter/Dearing
8;39;5;1;65;6;6;0;4;58;30.2;0.0;22.8;0.0;36.0;49.0;Schachter/Dearing;McHugh/Burnett
7;20;7;3;40;5;5;0;8;38;29.7;0.0;22.4;0.0;31.0;33.0;Virgen/Sarabia;Varenhorst/van de Velde
6;31;10;8;54;5;5;0;2;46;29.7;0.0;22.4;0.0;31.0;21.0;Varenhorst/van de Velde;Virgen/Sarabia
13;34;8;0;48;4;4;0;3;57;32.4;0.0;21.8;0.0;36.4;24.0;Carracher/Nicolaidis;Grimalt M./Grimalt E.
9;24;4;3;48;6;6;0;0;50;32.4;0.0;21.8;0.0;36.4;35.0;Grimalt M./Grimalt E.;Carracher/Nicolaidis
26;59;14;0;101;14;14;0;0;117;32.4;0.0;21.8;0.0;36.4;31.0;Varenhorst/van de Velde;Luini/Penninga
8;22;7;0;34;1;1;0;2;37;30.2;0.0;21.0;0.0;37.1;22.0;Luini/Penninga;Bryl/Łosiak
6;24;6;2;42;6;6;0;0;35;30.2;0.0;21.0;0.0;37.1;25.0;Bryl/Łosiak;Luini/Penninga
7;21;9;4;41;4;4;0;0;32;30.2;0.0;21.0;0.0;37.1;13.0;Seidl, R./Waller;Herrera/Gavira
9;13;7;0;30;3;3;0;0;34;30.2;0.0;21.0;0.0;37.1;26.0;Herrera/Gavira;Seidl, R./Waller
8;26;7;1;54;0;0;0;1;49;31.7;0.0;23.8;0.0;37.8;36.0;Renato/Vitor Felipe;Wickler/Ehlers
8;36;15;1;51;6;6;0;1;59;31.7;0.0;23.8;0.0;37.8;29.0;Wickler/Ehlers;Renato/Vitor Felipe
8;17;5;3;41;7;7;0;2;29;31.7;0.0;23.8;0.0;37.8;20.0;Ermacora/Pristauz;Lupo/Ranghieri
12;20;10;2;36;5;5;0;3;37;31.7;0.0;23.8;0.0;37.8;17.0;Lupo/Ranghieri;Ermacora/Pristauz
7;27;10;5;54;9;9;0;4;39;31.7;0.0;23.8;0.0;37.8;27.0;McHugh/Burnett;Evandro/Álvaro Filho
12;26;10;4;47;2;2;0;5;44;31.7;0.0;23.8;0.0;37.8;26.0;Evandro/Álvaro Filho;McHugh/Burnett
9;21;3;2;39;4;4;0;0;43;31.7;0.0;23.8;0.0;37.8;24.0;Schachter/Dearing;de Groot/Boermans
8;29;6;2;42;3;3;0;0;49;31.7;0.0;23.8;0.0;37.8;31.0;de Groot/Boermans;Schachter/Dearing
9;36;7;1;57;3;3;0;6;68;30.2;0.0;21.0;0.0;37.1;40.0;Krou/Gauthier-Rat;Nicolai/Cottafava
9;42;7;6;66;6;6;0;1;65;30.2;0.0;21.0;0.0;37.1;44.0;Nicolai/Cottafava;Krou/Gauthier-Rat
3;23;4;2;41;5;5;0;0;28;30.2;0.0;21.0;0.0;37.1;24.0;Grimalt M./Grimalt E.;Cherif/Ahmed
10;23;6;0;32;1;1;0;2;41;30.2;0.0;21.0;0.0;37.1;24.0;Cherif/Ahmed;Grimalt M./Grimalt E.
10;19;4;1;34;3;3;0;2;48;29.1;0.0;21.0;0.0;40.0;26.0;Seidl, R./Waller;Bryl/Łosiak
8;26;5;2;42;5;5;0;1;51;29.1;0.0;21.0;0.0;40.0;20.0;Bryl/Łosiak;Seidl, R./Waller
3;21;7;3;41;3;3;0;1;30;29.3;0.0;11.7;0.0;36.4;23.0;Ermacora/Pristauz;Wickler/Ehlers
7;23;9;1;35;1;1;0;3;33;29.3;0.0;11.7;0.0;36.4;23.0;Wickler/Ehlers;Ermacora/Pristauz
10;19;5;0;38;5;5;0;3;38;29.3;0.0;11.7;0.0;36.4;19.0;McHugh/Burnett;de Groot/Boermans
8;25;10;3;42;2;3;0;0;41;29.3;0.0;11.7;0.0;36.4;25.0;de Groot/Boermans;McHugh/Burnett
10;23;2;0;33;1;1;0;3;44;29.1;0.0;21.0;0.0;40.0;24.0;Grimalt M./Grimalt E.;Nicolai/Cottafava
5;27;3;3;41;6;6;0;0;45;29.1;0.0;21.0;0.0;40.0;27.0;Nicolai/Cottafava;Grimalt M./Grimalt E.
8;22;5;3;39;4;4;0;3;43;33.9;0.0;30.0;0.0;47.9;23.0;Ermacora/Pristauz;Bryl/Łosiak
9;26;4;3;44;6;6;0;3;47;33.9;0.0;30.0;0.0;47.9;28.0;Bryl/Łosiak;Ermacora/Pristauz
7;19;7;6;52;7;7;0;2;42;33.4;0.0;31.0;0.0;49.0;25.0;Nicolai/Cottafava;de Groot/Boermans
17;24;10;2;41;2;2;0;6;63;33.4;0.0;31.0;0.0;49.0;19.0;de Groot/Boermans;Nicolai/Cottafava
7;25;3;2;41;5;5;0;2;47;28.1;0.0;24.6;0.0;35.6;25.0;Ermacora/Pristauz;de Groot/Boermans
8;22;7;2;36;3;3;0;2;46;28.1;0.0;24.6;0.0;35.6;23.0;de Groot/Boermans;Ermacora/Pristauz
