Gender_x;Type;TournamentNo;SpikeFault;SpikePoint;ServeFault;ServePoint;ServeTotal;BlockPoint;BlockTotal;DigTotal;ReceptionFault;SpikeTotal;@LocalDate;@LocalTime;FederationCode_y;FirstName;LastName;FirstName2;LastName2;@TeamAName;@TeamBName;NoPlayer1_team;NoPlayer2_team;@PointsTeamASet1;@PointsTeamBSet1;@PointsTeamASet2;@PointsTeamBSet2;@PointsTeamASet3;@PointsTeamBSet3;@DurationSet1;@DurationSet2;@DurationSet3;temperature_2m;precipitation;wind_speed_10m;rain;wind_gusts_10m;TeamFault_team;match_win;TeamDesignation;TeamNameFull
1;51;6867;3;25;4;4;41;2;9;11;2;35;2023-08-18;13:00:00;CAN;Melissa;Humana-Paredes;Brandie;Wilkerson;Melissa/Brandie;Ludwig/Lippmann;124979.0;141868.0;21.0;16.0;21.0;18.0;;;1046.0;1208.0;;21.6;0.0;5.4;0.0;19.1;14.0;1;A;Melissa/Brandie
1;51;6867;9;24;4;2;35;1;5;15;4;40;2023-08-18;13:00:00;GER;Louisa;Lippmann;Laura;Ludwig;Melissa/Brandie;Ludwig/Lippmann;104461.0;141678.0;21.0;16.0;21.0;18.0;;;1046.0;1208.0;;21.6;0.0;5.4;0.0;19.1;15.0;0;B;Ludwig/Lippmann
1;51;6867;7;29;6;6;54;7;15;26;2;54;2023-08-18;14:00:00;SUI;Nina;Brunner;Tanja;Hüberli;Hüberli/Brunner;Ittlinger/Borger;132614.0;135579.0;21.0;16.0;18.0;21.0;15.0;13.0;1127.0;1053.0;870.0;23.7;0.0;9.7;0.0;19.4;18.0;1;A;Hüberli/Brunner
1;51;6867;11;34;8;3;50;1;7;22;5;61;2023-08-18;14:00:00;GER;Karla;Borger;Sandra;Ittlinger;Hüberli/Brunner;Ittlinger/Borger;135670.0;119108.0;21.0;16.0;18.0;21.0;15.0;13.0;1127.0;1053.0;870.0;23.7;0.0;9.7;0.0;19.4;20.0;0;B;Ittlinger/Borger
1;51;6867;6;29;1;2;41;2;8;36;1;51;2023-08-18;14:00:00;USA;Kristen;Nuss;Taryn;Brasher;Nuss/Brasher;Placette/Richard;162432.0;184611.0;21.0;13.0;21.0;18.0;;;1013.0;1159.0;;23.7;0.0;9.7;0.0;19.4;12.0;1;A;Nuss/Brasher
1;51;6867;6;22;6;1;33;0;4;31;2;58;2023-08-18;14:00:00;FRA;Alexia;Richard;Lézana;Placette;Nuss/Brasher;Placette/Richard;147741.0;145563.0;21.0;13.0;21.0;18.0;;;1013.0;1159.0;;23.7;0.0;9.7;0.0;19.4;17.0;0;B;Placette/Richard
1;51;6867;4;31;2;1;40;2;8;24;1;48;2023-08-18;15:00:00;USA;Sara;Hughes;Kelly;Cheng;Hughes/Cheng;Naraphornrapat/Worapeerachayakorn;135571.0;140066.0;21.0;19.0;21.0;15.0;;;1138.0;1079.0;;25.0;0.0;8.7;0.0;25.6;17.0;1;A;Hughes/Cheng
1;51;6867;5;27;5;1;36;1;6;17;1;46;2023-08-18;15:00:00;THA;Taravadee;Naraphornrapat;Worapeerachayakorn;Kongphopsarutawadee;Hughes/Cheng;Naraphornrapat/Worapeerachayakorn;138962.0;150542.0;21.0;19.0;21.0;15.0;;;1138.0;1079.0;;25.0;0.0;8.7;0.0;25.6;24.0;0;B;Naraphornrapat/Worapeerachayakorn
1;51;6867;6;28;4;5;41;0;1;23;4;50;2023-08-18;15:00:00;GER;Cinja;Tillmann;Svenja;Müller;Müller/Tillmann;Gottardi/Menegatti;181183.0;118204.0;21.0;19.0;21.0;19.0;;;1257.0;1287.0;;25.0;0.0;8.7;0.0;25.6;19.0;1;A;Müller/Tillmann
1;51;6867;4;23;5;4;39;2;8;19;5;45;2023-08-18;15:00:00;ITA;Marta;Menegatti;Valentina;Gottardi;Müller/Tillmann;Gottardi/Menegatti;153267.0;125549.0;21.0;19.0;21.0;19.0;;;1257.0;1287.0;;25.0;0.0;8.7;0.0;25.6;17.0;0;B;Gottardi/Menegatti
1;51;6867;5;31;5;2;54;2;9;18;1;50;2023-08-19;10:30:00;ITA;Marta;Menegatti;Valentina;Gottardi;Gottardi/Menegatti;Hüberli/Brunner;181183.0;118204.0;18.0;21.0;21.0;16.0;14.0;16.0;1138.0;1109.0;964.0;25.4;0.0;15.3;0.0;29.2;35.0;0;A;Gottardi/Menegatti
